Date,Category,sums
2020-06-18,Emergency_Declaration,51
2020-06-18,Travel_Quarantine,61
2020-06-18,Mask_Requirement,0
2020-06-18,Restaurants,89
2020-06-18,School_Closed,86
2020-06-19,Stay_Home_Order,73
2020-06-19,Status_of_Reopening,0
2020-06-19,NonEss_Business_Closed,67
2020-06-19,Gathering_Limit,141
2020-06-19,Emergency_Declaration,51
2020-06-19,Travel_Quarantine,61
2020-06-19,Mask_Requirement,0
2020-06-19,Restaurants,89
2020-06-19,School_Closed,86
2020-06-20,Stay_Home_Order,73
2020-06-20,Status_of_Reopening,0
2020-06-20,NonEss_Business_Closed,67
2020-06-20,Gathering_Limit,141
2020-06-20,Emergency_Declaration,51
2020-06-20,Travel_Quarantine,61
2020-06-20,Mask_Requirement,0
2020-06-20,Restaurants,89
2020-06-20,School_Closed,86
2020-06-21,Stay_Home_Order,73
2020-06-21,Status_of_Reopening,0
2020-06-21,NonEss_Business_Closed,67
2020-06-21,Gathering_Limit,141
2020-06-21,Emergency_Declaration,51
2020-06-21,Travel_Quarantine,61
2020-06-21,Mask_Requirement,0
2020-06-21,Restaurants,89
2020-06-21,School_Closed,86
2020-06-22,Stay_Home_Order,72
2020-06-22,Status_of_Reopening,0
2020-06-22,NonEss_Business_Closed,67
2020-06-22,Gathering_Limit,131
2020-06-22,Emergency_Declaration,51
2020-06-22,Travel_Quarantine,61
2020-06-22,Mask_Requirement,0
2020-06-22,Restaurants,86
2020-06-22,School_Closed,86
2020-06-23,Stay_Home_Order,72
2020-06-23,Status_of_Reopening,0
2020-06-23,NonEss_Business_Closed,67
2020-06-23,Gathering_Limit,131
2020-06-23,Emergency_Declaration,51
2020-06-23,Travel_Quarantine,61
2020-06-23,Mask_Requirement,0
2020-06-23,Restaurants,86
2020-06-23,School_Closed,86
2020-06-24,Stay_Home_Order,72
2020-06-24,Status_of_Reopening,0
2020-06-24,NonEss_Business_Closed,67
2020-06-24,Gathering_Limit,131
2020-06-24,Emergency_Declaration,51
2020-06-24,Travel_Quarantine,73
2020-06-24,Mask_Requirement,0
2020-06-24,Restaurants,86
2020-06-24,School_Closed,86
2020-06-25,Stay_Home_Order,72
2020-06-25,Status_of_Reopening,0
2020-06-25,NonEss_Business_Closed,67
2020-06-25,Gathering_Limit,131
2020-06-25,Emergency_Declaration,51
2020-06-25,Travel_Quarantine,73
2020-06-25,Mask_Requirement,0
2020-06-25,Restaurants,86
2020-06-25,School_Closed,86
2020-06-26,Stay_Home_Order,72
2020-06-26,Status_of_Reopening,0
2020-06-26,NonEss_Business_Closed,67
2020-06-26,Gathering_Limit,133
2020-06-26,Emergency_Declaration,51
2020-06-26,Travel_Quarantine,73
2020-06-26,Mask_Requirement,0
2020-06-26,Restaurants,86
2020-06-26,School_Closed,86
2020-06-27,Stay_Home_Order,72
2020-06-27,Status_of_Reopening,0
2020-06-27,NonEss_Business_Closed,67
2020-06-27,Gathering_Limit,133
2020-06-27,Emergency_Declaration,51
2020-06-27,Travel_Quarantine,73
2020-06-27,Mask_Requirement,0
2020-06-27,Restaurants,86
2020-06-27,School_Closed,86
2020-06-28,Stay_Home_Order,72
2020-06-28,Status_of_Reopening,0
2020-06-28,NonEss_Business_Closed,67
2020-06-28,Gathering_Limit,133
2020-06-28,Emergency_Declaration,51
2020-06-28,Travel_Quarantine,73
2020-06-28,Mask_Requirement,0
2020-06-28,Restaurants,86
2020-06-28,School_Closed,86
2020-06-29,Stay_Home_Order,72
2020-06-29,Status_of_Reopening,0
2020-06-29,NonEss_Business_Closed,67
2020-06-29,Gathering_Limit,133
2020-06-29,Emergency_Declaration,51
2020-06-29,Travel_Quarantine,73
2020-06-29,Mask_Requirement,0
2020-06-29,Restaurants,84
2020-06-29,School_Closed,86
2020-06-30,Stay_Home_Order,72
2020-06-30,Status_of_Reopening,0
2020-06-30,NonEss_Business_Closed,67
2020-06-30,Gathering_Limit,135
2020-06-30,Emergency_Declaration,51
2020-06-30,Travel_Quarantine,73
2020-06-30,Mask_Requirement,0
2020-06-30,Restaurants,84
2020-06-30,School_Closed,86
2020-07-01,Stay_Home_Order,72
2020-07-01,Status_of_Reopening,0
2020-07-01,NonEss_Business_Closed,68
2020-07-01,Gathering_Limit,126
2020-07-01,Emergency_Declaration,51
2020-07-01,Travel_Quarantine,73
2020-07-01,Mask_Requirement,0
2020-07-01,Restaurants,83
2020-07-01,School_Closed,86
2020-07-02,Stay_Home_Order,72
2020-07-02,Status_of_Reopening,0
2020-07-02,NonEss_Business_Closed,68
2020-07-02,Gathering_Limit,126
2020-07-02,Emergency_Declaration,51
2020-07-02,Travel_Quarantine,73
2020-07-02,Mask_Requirement,0
2020-07-02,Restaurants,83
2020-07-02,School_Closed,86
2020-07-03,Stay_Home_Order,72
2020-07-03,Status_of_Reopening,0
2020-07-03,NonEss_Business_Closed,69
2020-07-03,Gathering_Limit,126
2020-07-03,Emergency_Declaration,51
2020-07-03,Travel_Quarantine,73
2020-07-03,Mask_Requirement,0
2020-07-03,Restaurants,84
2020-07-03,School_Closed,86
2020-07-04,Stay_Home_Order,72
2020-07-04,Status_of_Reopening,0
2020-07-04,NonEss_Business_Closed,69
2020-07-04,Gathering_Limit,126
2020-07-04,Emergency_Declaration,51
2020-07-04,Travel_Quarantine,73
2020-07-04,Mask_Requirement,0
2020-07-04,Restaurants,84
2020-07-04,School_Closed,86
2020-07-05,Stay_Home_Order,72
2020-07-05,Status_of_Reopening,0
2020-07-05,NonEss_Business_Closed,69
2020-07-05,Gathering_Limit,126
2020-07-05,Emergency_Declaration,51
2020-07-05,Travel_Quarantine,73
2020-07-05,Mask_Requirement,0
2020-07-05,Restaurants,84
2020-07-05,School_Closed,86
2020-07-06,Stay_Home_Order,72
2020-07-06,Status_of_Reopening,0
2020-07-06,NonEss_Business_Closed,69
2020-07-06,Gathering_Limit,126
2020-07-06,Emergency_Declaration,51
2020-07-06,Travel_Quarantine,73
2020-07-06,Mask_Requirement,0
2020-07-06,Restaurants,84
2020-07-06,School_Closed,86
2020-07-07,Stay_Home_Order,72
2020-07-07,Status_of_Reopening,0
2020-07-07,NonEss_Business_Closed,69
2020-07-07,Gathering_Limit,124
2020-07-07,Emergency_Declaration,51
2020-07-07,Travel_Quarantine,73
2020-07-07,Mask_Requirement,0
2020-07-07,Restaurants,84
2020-07-07,School_Closed,86
2020-07-08,Stay_Home_Order,72
2020-07-08,Status_of_Reopening,0
2020-07-08,NonEss_Business_Closed,69
2020-07-08,Gathering_Limit,124
2020-07-08,Emergency_Declaration,51
2020-07-08,Travel_Quarantine,73
2020-07-08,Mask_Requirement,0
2020-07-08,Restaurants,84
2020-07-08,School_Closed,0
2020-07-09,Stay_Home_Order,72
2020-07-09,Status_of_Reopening,0
2020-07-09,NonEss_Business_Closed,69
2020-07-09,Gathering_Limit,124
2020-07-09,Emergency_Declaration,51
2020-07-09,Travel_Quarantine,73
2020-07-09,Mask_Requirement,0
2020-07-09,Restaurants,82
2020-07-09,School_Closed,0
2020-07-10,Stay_Home_Order,72
2020-07-10,Status_of_Reopening,0
2020-07-10,NonEss_Business_Closed,69
2020-07-10,Gathering_Limit,124
2020-07-10,Emergency_Declaration,51
2020-07-10,Travel_Quarantine,73
2020-07-10,Mask_Requirement,0
2020-07-10,Restaurants,82
2020-07-10,School_Closed,0
2020-07-11,Stay_Home_Order,72
2020-07-11,Status_of_Reopening,0
2020-07-11,NonEss_Business_Closed,69
2020-07-11,Gathering_Limit,124
2020-07-11,Emergency_Declaration,51
2020-07-11,Travel_Quarantine,73
2020-07-11,Mask_Requirement,0
2020-07-11,Restaurants,82
2020-07-11,School_Closed,0
2020-07-12,Stay_Home_Order,72
2020-07-12,Status_of_Reopening,0
2020-07-12,NonEss_Business_Closed,69
2020-07-12,Gathering_Limit,124
2020-07-12,Emergency_Declaration,51
2020-07-12,Travel_Quarantine,73
2020-07-12,Mask_Requirement,0
2020-07-12,Restaurants,82
2020-07-12,School_Closed,0
2020-07-13,Stay_Home_Order,68
2020-07-13,Status_of_Reopening,0
2020-07-13,NonEss_Business_Closed,69
2020-07-13,Gathering_Limit,124
2020-07-13,Emergency_Declaration,51
2020-07-13,Travel_Quarantine,73
2020-07-13,Mask_Requirement,0
2020-07-13,Restaurants,80
2020-07-13,School_Closed,0
2020-07-14,Stay_Home_Order,56
2020-07-14,Status_of_Reopening,0
2020-07-14,NonEss_Business_Closed,69
2020-07-14,Gathering_Limit,121
2020-07-14,Emergency_Declaration,51
2020-07-14,Travel_Quarantine,73
2020-07-14,Mask_Requirement,0
2020-07-14,Restaurants,80
2020-07-14,School_Closed,0
2020-07-15,Stay_Home_Order,53
2020-07-15,Status_of_Reopening,0
2020-07-15,NonEss_Business_Closed,69
2020-07-15,Gathering_Limit,118
2020-07-15,Emergency_Declaration,51
2020-07-15,Travel_Quarantine,73
2020-07-15,Mask_Requirement,0
2020-07-15,Restaurants,80
2020-07-15,School_Closed,0
2020-07-16,Stay_Home_Order,53
2020-07-16,Status_of_Reopening,0
2020-07-16,NonEss_Business_Closed,69
2020-07-16,Gathering_Limit,118
2020-07-16,Emergency_Declaration,51
2020-07-16,Travel_Quarantine,73
2020-07-16,Mask_Requirement,0
2020-07-16,Restaurants,80
2020-07-16,School_Closed,0
2020-07-17,Stay_Home_Order,53
2020-07-17,Status_of_Reopening,0
2020-07-17,NonEss_Business_Closed,69
2020-07-17,Gathering_Limit,115
2020-07-17,Emergency_Declaration,51
2020-07-17,Travel_Quarantine,73
2020-07-17,Mask_Requirement,0
2020-07-17,Restaurants,78
2020-07-17,School_Closed,0
2020-07-18,Stay_Home_Order,53
2020-07-18,Status_of_Reopening,0
2020-07-18,NonEss_Business_Closed,69
2020-07-18,Gathering_Limit,115
2020-07-18,Emergency_Declaration,51
2020-07-18,Travel_Quarantine,73
2020-07-18,Mask_Requirement,0
2020-07-18,Restaurants,78
2020-07-18,School_Closed,0
2020-07-19,Stay_Home_Order,53
2020-07-19,Status_of_Reopening,0
2020-07-19,NonEss_Business_Closed,69
2020-07-19,Gathering_Limit,115
2020-07-19,Emergency_Declaration,51
2020-07-19,Travel_Quarantine,73
2020-07-19,Mask_Requirement,0
2020-07-19,Restaurants,78
2020-07-19,School_Closed,0
2020-07-20,Stay_Home_Order,53
2020-07-20,Status_of_Reopening,0
2020-07-20,NonEss_Business_Closed,69
2020-07-20,Gathering_Limit,115
2020-07-20,Emergency_Declaration,51
2020-07-20,Travel_Quarantine,73
2020-07-20,Mask_Requirement,0
2020-07-20,Restaurants,78
2020-07-20,School_Closed,0
2020-07-21,Stay_Home_Order,53
2020-07-21,Status_of_Reopening,0
2020-07-21,NonEss_Business_Closed,69
2020-07-21,Gathering_Limit,115
2020-07-21,Emergency_Declaration,51
2020-07-21,Travel_Quarantine,73
2020-07-21,Mask_Requirement,0
2020-07-21,Restaurants,78
2020-07-21,School_Closed,0
2020-07-22,Stay_Home_Order,53
2020-07-22,Status_of_Reopening,0
2020-07-22,NonEss_Business_Closed,69
2020-07-22,Gathering_Limit,112
2020-07-22,Emergency_Declaration,51
2020-07-22,Travel_Quarantine,73
2020-07-22,Mask_Requirement,0
2020-07-22,Restaurants,78
2020-07-22,School_Closed,0
2020-07-23,Stay_Home_Order,53
2020-07-23,Status_of_Reopening,0
2020-07-23,NonEss_Business_Closed,69
2020-07-23,Gathering_Limit,112
2020-07-23,Emergency_Declaration,51
2020-07-23,Travel_Quarantine,73
2020-07-23,Mask_Requirement,0
2020-07-23,Restaurants,77
2020-07-23,School_Closed,0
2020-07-24,Stay_Home_Order,53
2020-07-24,Status_of_Reopening,0
2020-07-24,NonEss_Business_Closed,69
2020-07-24,Gathering_Limit,112
2020-07-24,Emergency_Declaration,51
2020-07-24,Travel_Quarantine,73
2020-07-24,Mask_Requirement,0
2020-07-24,Restaurants,77
2020-07-24,School_Closed,0
2020-07-25,Stay_Home_Order,53
2020-07-25,Status_of_Reopening,0
2020-07-25,NonEss_Business_Closed,69
2020-07-25,Gathering_Limit,112
2020-07-25,Emergency_Declaration,51
2020-07-25,Travel_Quarantine,73
2020-07-25,Mask_Requirement,0
2020-07-25,Restaurants,77
2020-07-25,School_Closed,0
2020-07-26,Stay_Home_Order,53
2020-07-26,Status_of_Reopening,0
2020-07-26,NonEss_Business_Closed,69
2020-07-26,Gathering_Limit,112
2020-07-26,Emergency_Declaration,51
2020-07-26,Travel_Quarantine,73
2020-07-26,Mask_Requirement,0
2020-07-26,Restaurants,77
2020-07-26,School_Closed,0
2020-07-27,Stay_Home_Order,53
2020-07-27,Status_of_Reopening,0
2020-07-27,NonEss_Business_Closed,69
2020-07-27,Gathering_Limit,109
2020-07-27,Emergency_Declaration,51
2020-07-27,Travel_Quarantine,77
2020-07-27,Mask_Requirement,0
2020-07-27,Restaurants,77
2020-07-27,School_Closed,0
2020-07-28,Stay_Home_Order,53
2020-07-28,Status_of_Reopening,0
2020-07-28,NonEss_Business_Closed,69
2020-07-28,Gathering_Limit,109
2020-07-28,Emergency_Declaration,51
2020-07-28,Travel_Quarantine,77
2020-07-28,Mask_Requirement,0
2020-07-28,Restaurants,75
2020-07-28,School_Closed,0
2020-07-29,Stay_Home_Order,53
2020-07-29,Status_of_Reopening,0
2020-07-29,NonEss_Business_Closed,69
2020-07-29,Gathering_Limit,109
2020-07-29,Emergency_Declaration,51
2020-07-29,Travel_Quarantine,77
2020-07-29,Mask_Requirement,0
2020-07-29,Restaurants,75
2020-07-29,School_Closed,0
2020-07-30,Stay_Home_Order,53
2020-07-30,Status_of_Reopening,0
2020-07-30,NonEss_Business_Closed,69
2020-07-30,Gathering_Limit,102
2020-07-30,Emergency_Declaration,51
2020-07-30,Travel_Quarantine,77
2020-07-30,Mask_Requirement,0
2020-07-30,Restaurants,86
2020-07-30,School_Closed,0
2020-07-31,Stay_Home_Order,53
2020-07-31,Status_of_Reopening,0
2020-07-31,NonEss_Business_Closed,69
2020-07-31,Gathering_Limit,102
2020-07-31,Emergency_Declaration,51
2020-07-31,Travel_Quarantine,77
2020-07-31,Mask_Requirement,0
2020-07-31,Restaurants,86
2020-07-31,School_Closed,0
2020-08-01,Stay_Home_Order,53
2020-08-01,Status_of_Reopening,0
2020-08-01,NonEss_Business_Closed,69
2020-08-01,Gathering_Limit,102
2020-08-01,Emergency_Declaration,51
2020-08-01,Travel_Quarantine,77
2020-08-01,Mask_Requirement,0
2020-08-01,Restaurants,86
2020-08-01,School_Closed,0
2020-08-02,Stay_Home_Order,53
2020-08-02,Status_of_Reopening,0
2020-08-02,NonEss_Business_Closed,69
2020-08-02,Gathering_Limit,102
2020-08-02,Emergency_Declaration,51
2020-08-02,Travel_Quarantine,77
2020-08-02,Mask_Requirement,0
2020-08-02,Restaurants,86
2020-08-02,School_Closed,0
2020-08-03,Stay_Home_Order,53
2020-08-03,Status_of_Reopening,0
2020-08-03,NonEss_Business_Closed,72
2020-08-03,Gathering_Limit,99
2020-08-03,Emergency_Declaration,51
2020-08-03,Travel_Quarantine,77
2020-08-03,Mask_Requirement,0
2020-08-03,Restaurants,86
2020-08-03,School_Closed,0
2020-08-04,Stay_Home_Order,53
2020-08-04,Status_of_Reopening,0
2020-08-04,NonEss_Business_Closed,72
2020-08-04,Gathering_Limit,99
2020-08-04,Emergency_Declaration,51
2020-08-04,Travel_Quarantine,77
2020-08-04,Mask_Requirement,0
2020-08-04,Restaurants,86
2020-08-04,School_Closed,0
2020-08-05,Stay_Home_Order,52
2020-08-05,Status_of_Reopening,0
2020-08-05,NonEss_Business_Closed,72
2020-08-05,Gathering_Limit,99
2020-08-05,Emergency_Declaration,51
2020-08-05,Travel_Quarantine,77
2020-08-05,Mask_Requirement,0
2020-08-05,Restaurants,86
2020-08-05,School_Closed,0
2020-08-06,Stay_Home_Order,52
2020-08-06,Status_of_Reopening,0
2020-08-06,NonEss_Business_Closed,72
2020-08-06,Gathering_Limit,99
2020-08-06,Emergency_Declaration,51
2020-08-06,Travel_Quarantine,77
2020-08-06,Mask_Requirement,0
2020-08-06,Restaurants,86
2020-08-06,School_Closed,0
2020-08-07,Stay_Home_Order,52
2020-08-07,Status_of_Reopening,0
2020-08-07,NonEss_Business_Closed,72
2020-08-07,Gathering_Limit,99
2020-08-07,Emergency_Declaration,51
2020-08-07,Travel_Quarantine,77
2020-08-07,Mask_Requirement,0
2020-08-07,Restaurants,86
2020-08-07,School_Closed,0
2020-08-08,Stay_Home_Order,52
2020-08-08,Status_of_Reopening,0
2020-08-08,NonEss_Business_Closed,72
2020-08-08,Gathering_Limit,99
2020-08-08,Emergency_Declaration,51
2020-08-08,Travel_Quarantine,77
2020-08-08,Mask_Requirement,0
2020-08-08,Restaurants,86
2020-08-08,School_Closed,0
2020-08-09,Stay_Home_Order,52
2020-08-09,Status_of_Reopening,0
2020-08-09,NonEss_Business_Closed,72
2020-08-09,Gathering_Limit,99
2020-08-09,Emergency_Declaration,51
2020-08-09,Travel_Quarantine,77
2020-08-09,Mask_Requirement,0
2020-08-09,Restaurants,86
2020-08-09,School_Closed,0
2020-08-10,Stay_Home_Order,52
2020-08-10,Status_of_Reopening,0
2020-08-10,NonEss_Business_Closed,72
2020-08-10,Gathering_Limit,99
2020-08-10,Emergency_Declaration,51
2020-08-10,Travel_Quarantine,77
2020-08-10,Mask_Requirement,0
2020-08-10,Restaurants,86
2020-08-10,School_Closed,0
2020-08-11,Stay_Home_Order,52
2020-08-11,Status_of_Reopening,0
2020-08-11,NonEss_Business_Closed,72
2020-08-11,Gathering_Limit,101
2020-08-11,Emergency_Declaration,51
2020-08-11,Travel_Quarantine,77
2020-08-11,Mask_Requirement,0
2020-08-11,Restaurants,87
2020-08-11,School_Closed,0
2020-08-12,Stay_Home_Order,52
2020-08-12,Status_of_Reopening,0
2020-08-12,NonEss_Business_Closed,72
2020-08-12,Gathering_Limit,101
2020-08-12,Emergency_Declaration,51
2020-08-12,Travel_Quarantine,77
2020-08-12,Mask_Requirement,0
2020-08-12,Restaurants,87
2020-08-12,School_Closed,0
2020-08-13,Stay_Home_Order,52
2020-08-13,Status_of_Reopening,0
2020-08-13,NonEss_Business_Closed,72
2020-08-13,Gathering_Limit,101
2020-08-13,Emergency_Declaration,51
2020-08-13,Travel_Quarantine,77
2020-08-13,Mask_Requirement,0
2020-08-13,Restaurants,87
2020-08-13,School_Closed,0
2020-08-14,Stay_Home_Order,52
2020-08-14,Status_of_Reopening,0
2020-08-14,NonEss_Business_Closed,72
2020-08-14,Gathering_Limit,101
2020-08-14,Emergency_Declaration,51
2020-08-14,Travel_Quarantine,77
2020-08-14,Mask_Requirement,0
2020-08-14,Restaurants,87
2020-08-14,School_Closed,0
2020-08-15,Stay_Home_Order,52
2020-08-15,Status_of_Reopening,0
2020-08-15,NonEss_Business_Closed,72
2020-08-15,Gathering_Limit,101
2020-08-15,Emergency_Declaration,51
2020-08-15,Travel_Quarantine,77
2020-08-15,Mask_Requirement,0
2020-08-15,Restaurants,87
2020-08-15,School_Closed,0
2020-08-16,Stay_Home_Order,52
2020-08-16,Status_of_Reopening,0
2020-08-16,NonEss_Business_Closed,72
2020-08-16,Gathering_Limit,101
2020-08-16,Emergency_Declaration,51
2020-08-16,Travel_Quarantine,77
2020-08-16,Mask_Requirement,0
2020-08-16,Restaurants,87
2020-08-16,School_Closed,0
2020-08-17,Stay_Home_Order,52
2020-08-17,Status_of_Reopening,0
2020-08-17,NonEss_Business_Closed,72
2020-08-17,Gathering_Limit,101
2020-08-17,Emergency_Declaration,51
2020-08-17,Travel_Quarantine,77
2020-08-17,Mask_Requirement,0
2020-08-17,Restaurants,87
2020-08-17,School_Closed,0
2020-08-18,Stay_Home_Order,52
2020-08-18,Status_of_Reopening,0
2020-08-18,NonEss_Business_Closed,72
2020-08-18,Gathering_Limit,101
2020-08-18,Emergency_Declaration,51
2020-08-18,Travel_Quarantine,77
2020-08-18,Mask_Requirement,0
2020-08-18,Restaurants,87
2020-08-18,School_Closed,0
2020-08-19,Stay_Home_Order,52
2020-08-19,Status_of_Reopening,0
2020-08-19,NonEss_Business_Closed,72
2020-08-19,Gathering_Limit,101
2020-08-19,Emergency_Declaration,51
2020-08-19,Travel_Quarantine,77
2020-08-19,Mask_Requirement,0
2020-08-19,Restaurants,87
2020-08-19,School_Closed,0
2020-08-20,Stay_Home_Order,52
2020-08-20,Status_of_Reopening,0
2020-08-20,NonEss_Business_Closed,72
2020-08-20,Gathering_Limit,101
2020-08-20,Emergency_Declaration,51
2020-08-20,Travel_Quarantine,77
2020-08-20,Mask_Requirement,0
2020-08-20,Restaurants,87
2020-08-20,School_Closed,0
2020-08-21,Stay_Home_Order,52
2020-08-21,Status_of_Reopening,0
2020-08-21,NonEss_Business_Closed,72
2020-08-21,Gathering_Limit,98
2020-08-21,Emergency_Declaration,51
2020-08-21,Travel_Quarantine,70
2020-08-21,Mask_Requirement,0
2020-08-21,Restaurants,87
2020-08-21,School_Closed,0
2020-08-22,Stay_Home_Order,52
2020-08-22,Status_of_Reopening,0
2020-08-22,NonEss_Business_Closed,72
2020-08-22,Gathering_Limit,98
2020-08-22,Emergency_Declaration,51
2020-08-22,Travel_Quarantine,70
2020-08-22,Mask_Requirement,0
2020-08-22,Restaurants,87
2020-08-22,School_Closed,0
2020-08-23,Stay_Home_Order,52
2020-08-23,Status_of_Reopening,0
2020-08-23,NonEss_Business_Closed,72
2020-08-23,Gathering_Limit,98
2020-08-23,Emergency_Declaration,51
2020-08-23,Travel_Quarantine,70
2020-08-23,Mask_Requirement,0
2020-08-23,Restaurants,87
2020-08-23,School_Closed,0
2020-08-24,Stay_Home_Order,52
2020-08-24,Status_of_Reopening,0
2020-08-24,NonEss_Business_Closed,72
2020-08-24,Gathering_Limit,98
2020-08-24,Emergency_Declaration,51
2020-08-24,Travel_Quarantine,70
2020-08-24,Mask_Requirement,0
2020-08-24,Restaurants,87
2020-08-24,School_Closed,0
2020-08-25,Stay_Home_Order,52
2020-08-25,Status_of_Reopening,0
2020-08-25,NonEss_Business_Closed,72
2020-08-25,Gathering_Limit,98
2020-08-25,Emergency_Declaration,51
2020-08-25,Travel_Quarantine,70
2020-08-25,Mask_Requirement,0
2020-08-25,Restaurants,87
2020-08-25,School_Closed,0
2020-08-26,Stay_Home_Order,51
2020-08-26,Status_of_Reopening,0
2020-08-26,NonEss_Business_Closed,72
2020-08-26,Gathering_Limit,98
2020-08-26,Emergency_Declaration,51
2020-08-26,Travel_Quarantine,70
2020-08-26,Mask_Requirement,0
2020-08-26,Restaurants,88
2020-08-26,School_Closed,0
2020-08-27,Stay_Home_Order,51
2020-08-27,Status_of_Reopening,0
2020-08-27,NonEss_Business_Closed,72
2020-08-27,Gathering_Limit,98
2020-08-27,Emergency_Declaration,51
2020-08-27,Travel_Quarantine,70
2020-08-27,Mask_Requirement,0
2020-08-27,Restaurants,88
2020-08-27,School_Closed,0
2020-08-28,Stay_Home_Order,51
2020-08-28,Status_of_Reopening,0
2020-08-28,NonEss_Business_Closed,72
2020-08-28,Gathering_Limit,98
2020-08-28,Emergency_Declaration,51
2020-08-28,Travel_Quarantine,70
2020-08-28,Mask_Requirement,0
2020-08-28,Restaurants,88
2020-08-28,School_Closed,0
2020-08-29,Stay_Home_Order,51
2020-08-29,Status_of_Reopening,0
2020-08-29,NonEss_Business_Closed,72
2020-08-29,Gathering_Limit,98
2020-08-29,Emergency_Declaration,51
2020-08-29,Travel_Quarantine,70
2020-08-29,Mask_Requirement,0
2020-08-29,Restaurants,88
2020-08-29,School_Closed,0
2020-08-30,Stay_Home_Order,51
2020-08-30,Status_of_Reopening,0
2020-08-30,NonEss_Business_Closed,72
2020-08-30,Gathering_Limit,98
2020-08-30,Emergency_Declaration,51
2020-08-30,Travel_Quarantine,70
2020-08-30,Mask_Requirement,0
2020-08-30,Restaurants,88
2020-08-30,School_Closed,0
2020-08-31,Stay_Home_Order,51
2020-08-31,Status_of_Reopening,0
2020-08-31,NonEss_Business_Closed,72
2020-08-31,Gathering_Limit,98
2020-08-31,Emergency_Declaration,51
2020-08-31,Travel_Quarantine,70
2020-08-31,Mask_Requirement,0
2020-08-31,Restaurants,88
2020-08-31,School_Closed,0
2020-09-01,Stay_Home_Order,51
2020-09-01,Status_of_Reopening,0
2020-09-01,NonEss_Business_Closed,72
2020-09-01,Gathering_Limit,98
2020-09-01,Emergency_Declaration,51
2020-09-01,Travel_Quarantine,70
2020-09-01,Mask_Requirement,0
2020-09-01,Restaurants,88
2020-09-01,School_Closed,0
2020-09-02,Stay_Home_Order,51
2020-09-02,Status_of_Reopening,0
2020-09-02,NonEss_Business_Closed,72
2020-09-02,Gathering_Limit,96
2020-09-02,Emergency_Declaration,51
2020-09-02,Travel_Quarantine,70
2020-09-02,Mask_Requirement,0
2020-09-02,Restaurants,88
2020-09-02,School_Closed,0
2020-09-03,Stay_Home_Order,51
2020-09-03,Status_of_Reopening,0
2020-09-03,NonEss_Business_Closed,72
2020-09-03,Gathering_Limit,96
2020-09-03,Emergency_Declaration,51
2020-09-03,Travel_Quarantine,70
2020-09-03,Mask_Requirement,0
2020-09-03,Restaurants,88
2020-09-03,School_Closed,0
2020-09-04,Stay_Home_Order,51
2020-09-04,Status_of_Reopening,0
2020-09-04,NonEss_Business_Closed,72
2020-09-04,Gathering_Limit,96
2020-09-04,Emergency_Declaration,51
2020-09-04,Travel_Quarantine,70
2020-09-04,Mask_Requirement,0
2020-09-04,Restaurants,88
2020-09-04,School_Closed,0
2020-09-05,Stay_Home_Order,51
2020-09-05,Status_of_Reopening,0
2020-09-05,NonEss_Business_Closed,72
2020-09-05,Gathering_Limit,96
2020-09-05,Emergency_Declaration,51
2020-09-05,Travel_Quarantine,70
2020-09-05,Mask_Requirement,0
2020-09-05,Restaurants,88
2020-09-05,School_Closed,0
2020-09-06,Stay_Home_Order,51
2020-09-06,Status_of_Reopening,0
2020-09-06,NonEss_Business_Closed,72
2020-09-06,Gathering_Limit,96
2020-09-06,Emergency_Declaration,51
2020-09-06,Travel_Quarantine,70
2020-09-06,Mask_Requirement,0
2020-09-06,Restaurants,88
2020-09-06,School_Closed,0
2020-09-07,Stay_Home_Order,51
2020-09-07,Status_of_Reopening,0
2020-09-07,NonEss_Business_Closed,72
2020-09-07,Gathering_Limit,96
2020-09-07,Emergency_Declaration,51
2020-09-07,Travel_Quarantine,70
2020-09-07,Mask_Requirement,0
2020-09-07,Restaurants,88
2020-09-07,School_Closed,0
2020-09-08,Stay_Home_Order,51
2020-09-08,Status_of_Reopening,0
2020-09-08,NonEss_Business_Closed,72
2020-09-08,Gathering_Limit,96
2020-09-08,Emergency_Declaration,51
2020-09-08,Travel_Quarantine,71
2020-09-08,Mask_Requirement,0
2020-09-08,Restaurants,88
2020-09-08,School_Closed,0
2020-09-09,Stay_Home_Order,51
2020-09-09,Status_of_Reopening,0
2020-09-09,NonEss_Business_Closed,72
2020-09-09,Gathering_Limit,96
2020-09-09,Emergency_Declaration,51
2020-09-09,Travel_Quarantine,71
2020-09-09,Mask_Requirement,0
2020-09-09,Restaurants,88
2020-09-09,School_Closed,0
2020-09-10,Stay_Home_Order,51
2020-09-10,Status_of_Reopening,0
2020-09-10,NonEss_Business_Closed,72
2020-09-10,Gathering_Limit,96
2020-09-10,Emergency_Declaration,51
2020-09-10,Travel_Quarantine,71
2020-09-10,Mask_Requirement,0
2020-09-10,Restaurants,88
2020-09-10,School_Closed,0
2020-09-11,Stay_Home_Order,51
2020-09-11,Status_of_Reopening,0
2020-09-11,NonEss_Business_Closed,72
2020-09-11,Gathering_Limit,96
2020-09-11,Emergency_Declaration,51
2020-09-11,Travel_Quarantine,71
2020-09-11,Mask_Requirement,0
2020-09-11,Restaurants,88
2020-09-11,School_Closed,0
2020-09-12,Stay_Home_Order,51
2020-09-12,Status_of_Reopening,0
