date,state,population,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Mask_Requirement,Statewide Face Mask Requirement,Restaurants,School_Closed
2020-06-05,KY,4477251,1,NA,1,5,1,1,NA,NA,2,NA
2020-06-05,LA,4645318,1,NA,2,1,1,0,NA,NA,2,2
2020-06-05,ME,1350141,3,NA,1,5,1,NA,NA,NA,2,NA
2020-06-05,MD,6055802,1,NA,2,3,1,NA,NA,NA,2,2
2020-06-05,MA,6893574,2,NA,1,3,1,NA,NA,NA,3,2
2020-06-05,MI,9966555,1,NA,1,5,1,0,NA,NA,3,2
2020-06-05,MN,5657342,1,NA,1,3,1,0,NA,NA,2,2
2020-06-05,MS,2966786,1,NA,5,5,1,0,NA,NA,2,2
2020-06-05,MO,6151548,1,NA,5,1,1,0,NA,NA,1,2
2020-06-05,MT,1080577,1,NA,5,5,1,1,NA,NA,2,NA
2020-06-05,NE,1937552,0,NA,0,5,1,2,NA,NA,2,2
2020-06-05,NV,3138259,3,NA,2,3,1,0,NA,NA,2,2
2020-06-05,NH,1366275,3,NA,2,3,1,0,NA,NA,2,2
2020-06-05,NJ,8882371,3,NA,2,5,1,0,NA,NA,3,2
2020-06-05,NM,2106319,3,NA,2,5,1,NA,NA,NA,3,2
2020-06-05,NY,19336776,3,NA,2,5,1,0,NA,NA,3,2
2020-06-05,NC,10600823,1,NA,2,3,1,0,NA,NA,2,2
2020-06-05,ND,765309,0,NA,5,0,1,NA,NA,NA,1,2
2020-06-05,OH,11693217,1,NA,2,5,1,1,NA,NA,2,2
2020-06-05,OK,3980783,2,NA,2,3,1,1,NA,NA,2,2
2020-06-05,OR,4241507,3,NA,1,5,1,0,NA,NA,1,2
2020-06-05,PA,12783254,1,NA,1,5,1,0,NA,NA,3,2
2020-06-05,RI,1057125,1,NA,2,5,1,3,NA,NA,2,2
2020-06-05,SC,5218040,1,NA,5,7,1,1,NA,NA,2,2
2020-06-05,SD,892717,0,NA,0,1,1,0,NA,NA,0,NA
2020-06-05,TN,6886834,1,NA,5,5,1,0,NA,NA,1,NA
2020-06-05,TX,29360759,1,NA,5,1,1,1,NA,NA,2,2
2020-06-05,UT,3249879,1,NA,0,5,1,1,NA,NA,1,2
2020-06-05,VT,623347,3,NA,2,5,1,NA,NA,NA,2,2
2020-06-05,VA,8590563,3,NA,2,5,1,0,NA,NA,2,2
2020-06-05,WA,7693612,1,NA,1,0,1,0,NA,NA,3,2
2020-06-05,WV,1784787,1,NA,2,5,1,1,NA,NA,2,2
2020-06-05,WI,5832655,1,NA,5,1,1,0,NA,NA,1,2
2020-06-05,WY,582328,0,NA,0,5,1,1,NA,NA,1,2
2020-06-06,AL,4921532,1,NA,5,1,1,0,NA,NA,1,2
2020-06-06,AK,731158,1,NA,5,1,1,NA,NA,NA,1,2
2020-06-06,AZ,7421401,1,NA,5,1,1,1,NA,NA,2,2
2020-06-06,AR,3030522,0,NA,0,3,1,3,NA,NA,2,2
2020-06-06,CA,39368078,3,NA,2,7,1,0,NA,NA,3,NA
2020-06-06,CO,5807719,2,NA,2,5,1,0,NA,NA,2,2
2020-06-06,CT,3557006,1,NA,2,5,1,0,NA,NA,2,2
2020-06-06,DE,986809,1,NA,2,3,1,1,NA,NA,2,2
2020-06-06,DC,712816,1,NA,2,3,1,0,NA,NA,2,2
2020-06-06,FL,21733312,1,NA,5,1,1,3,NA,NA,2,NA
2020-06-06,GA,10710017,2,NA,2,5,1,0,NA,NA,2,2
2020-06-06,HI,1407006,3,NA,1,3,1,NA,NA,NA,2,2
2020-06-06,ID,1826913,1,NA,1,1,1,1,NA,NA,2,NA
2020-06-06,IL,12587530,1,NA,2,5,1,0,NA,NA,3,2
2020-06-06,IN,6754953,1,NA,2,5,1,0,NA,NA,2,2
2020-06-06,IA,3163561,0,NA,2,5,1,0,NA,NA,2,2
2020-06-06,KS,2913805,1,NA,5,5,1,3,NA,NA,2,2
2020-06-06,KY,4477251,1,NA,1,5,1,1,NA,NA,2,NA
2020-06-06,LA,4645318,1,NA,2,1,1,0,NA,NA,2,2
2020-06-06,ME,1350141,3,NA,1,5,1,NA,NA,NA,2,NA
2020-06-06,MD,6055802,1,NA,2,3,1,NA,NA,NA,2,2
2020-06-06,MA,6893574,2,NA,1,3,1,NA,NA,NA,3,2
2020-06-06,MI,9966555,1,NA,1,5,1,0,NA,NA,3,2
2020-06-06,MN,5657342,1,NA,1,3,1,0,NA,NA,2,2
2020-06-06,MS,2966786,1,NA,5,5,1,0,NA,NA,2,2
2020-06-06,MO,6151548,1,NA,5,1,1,0,NA,NA,1,2
2020-06-06,MT,1080577,1,NA,5,5,1,1,NA,NA,2,NA
2020-06-06,NE,1937552,0,NA,0,5,1,2,NA,NA,2,2
2020-06-06,NV,3138259,3,NA,2,3,1,0,NA,NA,2,2
2020-06-06,NH,1366275,3,NA,2,3,1,0,NA,NA,2,2
2020-06-06,NJ,8882371,3,NA,2,5,1,0,NA,NA,3,2
2020-06-06,NM,2106319,3,NA,2,5,1,NA,NA,NA,3,2
2020-06-06,NY,19336776,3,NA,2,5,1,0,NA,NA,3,2
2020-06-06,NC,10600823,1,NA,2,3,1,0,NA,NA,2,2
2020-06-06,ND,765309,0,NA,5,0,1,NA,NA,NA,1,2
2020-06-06,OH,11693217,1,NA,2,5,1,1,NA,NA,2,2
2020-06-06,OK,3980783,2,NA,2,3,1,1,NA,NA,2,2
2020-06-06,OR,4241507,3,NA,1,5,1,0,NA,NA,1,2
2020-06-06,PA,12783254,1,NA,1,5,1,0,NA,NA,3,2
2020-06-06,RI,1057125,1,NA,2,5,1,3,NA,NA,2,2
2020-06-06,SC,5218040,1,NA,5,7,1,1,NA,NA,2,2
2020-06-06,SD,892717,0,NA,0,1,1,0,NA,NA,0,NA
2020-06-06,TN,6886834,1,NA,5,5,1,0,NA,NA,1,NA
2020-06-06,TX,29360759,1,NA,5,1,1,1,NA,NA,2,2
2020-06-06,UT,3249879,1,NA,0,5,1,1,NA,NA,1,2
2020-06-06,VT,623347,3,NA,2,5,1,NA,NA,NA,2,2
2020-06-06,VA,8590563,3,NA,2,5,1,0,NA,NA,2,2
2020-06-06,WA,7693612,1,NA,1,0,1,0,NA,NA,3,2
2020-06-06,WV,1784787,1,NA,2,5,1,1,NA,NA,2,2
2020-06-06,WI,5832655,1,NA,5,1,1,0,NA,NA,1,2
2020-06-06,WY,582328,0,NA,0,5,1,1,NA,NA,1,2
2020-06-07,AL,4921532,1,NA,5,1,1,0,NA,NA,1,2
2020-06-07,AK,731158,1,NA,5,1,1,NA,NA,NA,1,2
2020-06-07,AZ,7421401,1,NA,5,1,1,1,NA,NA,2,2
2020-06-07,AR,3030522,0,NA,0,3,1,3,NA,NA,2,2
2020-06-07,CA,39368078,3,NA,2,7,1,0,NA,NA,3,NA
2020-06-07,CO,5807719,2,NA,2,5,1,0,NA,NA,2,2
2020-06-07,CT,3557006,1,NA,2,5,1,0,NA,NA,2,2
2020-06-07,DE,986809,1,NA,2,3,1,1,NA,NA,2,2
2020-06-07,DC,712816,1,NA,2,3,1,0,NA,NA,2,2
2020-06-07,FL,21733312,1,NA,5,1,1,3,NA,NA,2,NA
2020-06-07,GA,10710017,2,NA,2,5,1,0,NA,NA,2,2
2020-06-07,HI,1407006,3,NA,1,3,1,NA,NA,NA,2,2
2020-06-07,ID,1826913,1,NA,1,1,1,1,NA,NA,2,NA
2020-06-07,IL,12587530,1,NA,2,5,1,0,NA,NA,3,2
2020-06-07,IN,6754953,1,NA,2,5,1,0,NA,NA,2,2
2020-06-07,IA,3163561,0,NA,2,5,1,0,NA,NA,2,2
2020-06-07,KS,2913805,1,NA,5,5,1,3,NA,NA,2,2
2020-06-07,KY,4477251,1,NA,1,5,1,1,NA,NA,2,NA
2020-06-07,LA,4645318,1,NA,2,1,1,0,NA,NA,2,2
2020-06-07,ME,1350141,3,NA,1,5,1,NA,NA,NA,2,NA
2020-06-07,MD,6055802,1,NA,2,3,1,NA,NA,NA,2,2
2020-06-07,MA,6893574,2,NA,1,3,1,NA,NA,NA,3,2
2020-06-07,MI,9966555,1,NA,1,5,1,0,NA,NA,3,2
2020-06-07,MN,5657342,1,NA,1,3,1,0,NA,NA,2,2
2020-06-07,MS,2966786,1,NA,5,5,1,0,NA,NA,2,2
2020-06-07,MO,6151548,1,NA,5,1,1,0,NA,NA,1,2
2020-06-07,MT,1080577,1,NA,5,5,1,1,NA,NA,2,NA
2020-06-07,NE,1937552,0,NA,0,5,1,2,NA,NA,2,2
2020-06-07,NV,3138259,3,NA,2,3,1,0,NA,NA,2,2
2020-06-07,NH,1366275,3,NA,2,3,1,0,NA,NA,2,2
2020-06-07,NJ,8882371,3,NA,2,5,1,0,NA,NA,3,2
2020-06-07,NM,2106319,3,NA,2,5,1,NA,NA,NA,3,2
2020-06-07,NY,19336776,3,NA,2,5,1,0,NA,NA,3,2
2020-06-07,NC,10600823,1,NA,2,3,1,0,NA,NA,2,2
2020-06-07,ND,765309,0,NA,5,0,1,NA,NA,NA,1,2
2020-06-07,OH,11693217,1,NA,2,5,1,1,NA,NA,2,2
2020-06-07,OK,3980783,2,NA,2,3,1,1,NA,NA,2,2
2020-06-07,OR,4241507,3,NA,1,5,1,0,NA,NA,1,2
2020-06-07,PA,12783254,1,NA,1,5,1,0,NA,NA,3,2
2020-06-07,RI,1057125,1,NA,2,5,1,3,NA,NA,2,2
2020-06-07,SC,5218040,1,NA,5,7,1,1,NA,NA,2,2
2020-06-07,SD,892717,0,NA,0,1,1,0,NA,NA,0,NA
2020-06-07,TN,6886834,1,NA,5,5,1,0,NA,NA,1,NA
2020-06-07,TX,29360759,1,NA,5,1,1,1,NA,NA,2,2
2020-06-07,UT,3249879,1,NA,0,5,1,1,NA,NA,1,2
2020-06-07,VT,623347,3,NA,2,5,1,NA,NA,NA,2,2
2020-06-07,VA,8590563,3,NA,2,5,1,0,NA,NA,2,2
2020-06-07,WA,7693612,1,NA,1,0,1,0,NA,NA,3,2
2020-06-07,WV,1784787,1,NA,2,5,1,1,NA,NA,2,2
2020-06-07,WI,5832655,1,NA,5,1,1,0,NA,NA,1,2
2020-06-07,WY,582328,0,NA,0,5,1,1,NA,NA,1,2
2020-06-08,AL,4921532,1,NA,5,1,1,0,NA,NA,1,2
2020-06-08,AK,731158,1,NA,5,1,1,NA,NA,NA,1,2
2020-06-08,AZ,7421401,1,NA,5,1,1,1,NA,NA,2,2
2020-06-08,AR,3030522,0,NA,0,3,1,3,NA,NA,2,2
2020-06-08,CA,39368078,3,NA,2,7,1,0,NA,NA,3,NA
2020-06-08,CO,5807719,2,NA,2,5,1,0,NA,NA,2,2
2020-06-08,CT,3557006,1,NA,2,5,1,0,NA,NA,2,2
2020-06-08,DE,986809,1,NA,2,3,1,1,NA,NA,2,2
2020-06-08,DC,712816,1,NA,2,3,1,0,NA,NA,2,2
2020-06-08,FL,21733312,1,NA,5,1,1,3,NA,NA,2,NA
2020-06-08,GA,10710017,2,NA,2,5,1,0,NA,NA,2,2
2020-06-08,HI,1407006,3,NA,1,3,1,NA,NA,NA,2,2
2020-06-08,ID,1826913,1,NA,1,1,1,1,NA,NA,2,NA
2020-06-08,IL,12587530,1,NA,2,5,1,0,NA,NA,3,2
2020-06-08,IN,6754953,1,NA,2,5,1,0,NA,NA,2,2
2020-06-08,IA,3163561,0,NA,2,5,1,0,NA,NA,2,2
2020-06-08,KS,2913805,1,NA,5,5,1,3,NA,NA,2,2
2020-06-08,KY,4477251,1,NA,1,5,1,1,NA,NA,2,NA
2020-06-08,LA,4645318,1,NA,2,1,1,0,NA,NA,2,2
2020-06-08,ME,1350141,3,NA,1,5,1,NA,NA,NA,2,NA
2020-06-08,MD,6055802,1,NA,2,3,1,NA,NA,NA,2,2
2020-06-08,MA,6893574,2,NA,1,3,1,NA,NA,NA,3,2
2020-06-08,MI,9966555,1,NA,1,5,1,0,NA,NA,3,2
2020-06-08,MN,5657342,1,NA,1,3,1,0,NA,NA,2,2
2020-06-08,MS,2966786,1,NA,5,5,1,0,NA,NA,2,2
2020-06-08,MO,6151548,1,NA,5,1,1,0,NA,NA,1,2
2020-06-08,MT,1080577,1,NA,5,5,1,1,NA,NA,2,NA
2020-06-08,NE,1937552,0,NA,0,5,1,2,NA,NA,2,2
2020-06-08,NV,3138259,3,NA,2,3,1,0,NA,NA,2,2
2020-06-08,NH,1366275,3,NA,2,3,1,0,NA,NA,2,2
2020-06-08,NJ,8882371,3,NA,2,5,1,0,NA,NA,3,2
2020-06-08,NM,2106319,3,NA,2,5,1,NA,NA,NA,3,2
2020-06-08,NY,19336776,3,NA,2,5,1,0,NA,NA,3,2
2020-06-08,NC,10600823,1,NA,2,3,1,0,NA,NA,2,2
2020-06-08,ND,765309,0,NA,5,0,1,NA,NA,NA,1,2
2020-06-08,OH,11693217,1,NA,2,5,1,1,NA,NA,2,2
2020-06-08,OK,3980783,2,NA,2,3,1,1,NA,NA,2,2
2020-06-08,OR,4241507,3,NA,1,5,1,0,NA,NA,1,2
2020-06-08,PA,12783254,1,NA,1,5,1,0,NA,NA,3,2
2020-06-08,RI,1057125,1,NA,2,5,1,3,NA,NA,2,2
2020-06-08,SC,5218040,1,NA,5,7,1,1,NA,NA,2,2
2020-06-08,SD,892717,0,NA,0,1,1,0,NA,NA,0,NA
2020-06-08,TN,6886834,1,NA,5,5,1,0,NA,NA,1,NA
2020-06-08,TX,29360759,1,NA,5,1,1,1,NA,NA,2,2
2020-06-08,UT,3249879,1,NA,0,5,1,1,NA,NA,1,2
2020-06-08,VT,623347,3,NA,2,5,1,NA,NA,NA,2,2
2020-06-08,VA,8590563,3,NA,2,5,1,0,NA,NA,2,2
2020-06-08,WA,7693612,1,NA,1,0,1,0,NA,NA,3,2
2020-06-08,WV,1784787,1,NA,2,5,1,1,NA,NA,2,2
2020-06-08,WI,5832655,1,NA,5,1,1,0,NA,NA,1,2
2020-06-08,WY,582328,0,NA,0,5,1,1,NA,NA,1,2
2020-06-09,AL,4921532,1,NA,5,1,1,0,NA,NA,1,2
2020-06-09,AK,731158,1,NA,5,1,1,NA,NA,NA,1,2
2020-06-09,AZ,7421401,1,NA,5,1,1,1,NA,NA,2,2
2020-06-09,AR,3030522,0,NA,0,3,1,3,NA,NA,2,2
2020-06-09,CA,39368078,3,NA,2,7,1,0,NA,NA,3,NA
2020-06-09,CO,5807719,2,NA,2,5,1,0,NA,NA,2,2
2020-06-09,CT,3557006,1,NA,2,5,1,0,NA,NA,2,2
2020-06-09,DE,986809,1,NA,2,3,1,1,NA,NA,2,2
2020-06-09,DC,712816,1,NA,2,3,1,0,NA,NA,2,2
2020-06-09,FL,21733312,1,NA,5,1,1,3,NA,NA,2,NA
2020-06-09,GA,10710017,2,NA,2,5,1,0,NA,NA,2,2
2020-06-09,HI,1407006,3,NA,1,3,1,NA,NA,NA,2,2
2020-06-09,ID,1826913,1,NA,1,1,1,1,NA,NA,2,NA
2020-06-09,IL,12587530,1,NA,2,5,1,0,NA,NA,3,2
2020-06-09,IN,6754953,1,NA,2,5,1,0,NA,NA,2,2
2020-06-09,IA,3163561,0,NA,2,5,1,0,NA,NA,2,2
2020-06-09,KS,2913805,1,NA,5,5,1,3,NA,NA,1,2
2020-06-09,KY,4477251,1,NA,1,5,1,1,NA,NA,2,NA
2020-06-09,LA,4645318,1,NA,2,1,1,0,NA,NA,2,2
2020-06-09,ME,1350141,3,NA,1,5,1,NA,NA,NA,2,NA
2020-06-09,MD,6055802,1,NA,2,3,1,NA,NA,NA,2,2
2020-06-09,MA,6893574,2,NA,1,3,1,NA,NA,NA,3,2
2020-06-09,MI,9966555,1,NA,1,5,1,0,NA,NA,2,2
2020-06-09,MN,5657342,1,NA,1,3,1,0,NA,NA,2,2
2020-06-09,MS,2966786,1,NA,5,5,1,0,NA,NA,2,2
2020-06-09,MO,6151548,1,NA,5,1,1,0,NA,NA,1,2
2020-06-09,MT,1080577,1,NA,5,5,1,1,NA,NA,2,NA
2020-06-09,NE,1937552,0,NA,0,5,1,2,NA,NA,2,2
2020-06-09,NV,3138259,1,NA,2,3,1,0,NA,NA,2,2
2020-06-09,NH,1366275,3,NA,2,3,1,0,NA,NA,2,2
2020-06-09,NJ,8882371,3,NA,2,5,1,0,NA,NA,3,2
2020-06-09,NM,2106319,3,NA,2,5,1,NA,NA,NA,3,2
2020-06-09,NY,19336776,3,NA,2,5,1,0,NA,NA,2,2
2020-06-09,NC,10600823,1,NA,2,3,1,0,NA,NA,2,2
2020-06-09,ND,765309,0,NA,5,0,1,NA,NA,NA,1,2
2020-06-09,OH,11693217,1,NA,2,5,1,1,NA,NA,1,2
2020-06-09,OK,3980783,2,NA,2,3,1,1,NA,NA,2,2
2020-06-09,OR,4241507,3,NA,1,5,1,0,NA,NA,1,2
2020-06-09,PA,12783254,1,NA,1,5,1,0,NA,NA,3,2
2020-06-09,RI,1057125,1,NA,2,5,1,3,NA,NA,2,2
2020-06-09,SC,5218040,1,NA,5,7,1,1,NA,NA,2,2
2020-06-09,SD,892717,0,NA,0,1,1,0,NA,NA,0,NA
2020-06-09,TN,6886834,1,NA,5,5,1,0,NA,NA,1,NA
2020-06-09,TX,29360759,1,NA,5,1,1,1,NA,NA,2,2
2020-06-09,UT,3249879,1,NA,0,5,1,1,NA,NA,1,2
2020-06-09,VT,623347,1,NA,2,5,1,3,NA,NA,2,2
2020-06-09,VA,8590563,3,NA,2,5,1,0,NA,NA,2,2
2020-06-09,WA,7693612,1,NA,1,0,1,0,NA,NA,2,2
2020-06-09,WV,1784787,1,NA,2,5,1,1,NA,NA,2,2
2020-06-09,WI,5832655,1,NA,5,1,1,0,NA,NA,1,2
2020-06-09,WY,582328,0,NA,0,5,1,1,NA,NA,1,2
2020-06-10,AL,4921532,1,NA,5,1,1,0,NA,NA,1,2
2020-06-10,AK,731158,1,NA,5,1,1,NA,NA,NA,1,2
2020-06-10,AZ,7421401,1,NA,5,1,1,1,NA,NA,2,2
2020-06-10,AR,3030522,0,NA,0,3,1,3,NA,NA,2,2
2020-06-10,CA,39368078,3,NA,2,7,1,0,NA,NA,3,NA
2020-06-10,CO,5807719,2,NA,2,5,1,0,NA,NA,2,2
2020-06-10,CT,3557006,1,NA,2,5,1,0,NA,NA,2,2
2020-06-10,DE,986809,1,NA,2,3,1,1,NA,NA,2,2
2020-06-10,DC,712816,1,NA,2,3,1,0,NA,NA,2,2
2020-06-10,FL,21733312,1,NA,5,1,1,3,NA,NA,2,NA
2020-06-10,GA,10710017,2,NA,2,5,1,0,NA,NA,2,2
2020-06-10,HI,1407006,3,NA,1,3,1,NA,NA,NA,2,2
2020-06-10,ID,1826913,1,NA,1,1,1,1,NA,NA,2,NA
2020-06-10,IL,12587530,1,NA,2,5,1,0,NA,NA,3,2
2020-06-10,IN,6754953,1,NA,2,5,1,0,NA,NA,2,2
2020-06-10,IA,3163561,0,NA,2,5,1,0,NA,NA,2,2
2020-06-10,KS,2913805,1,NA,5,5,1,3,NA,NA,1,2
2020-06-10,KY,4477251,1,NA,1,5,1,1,NA,NA,2,NA
2020-06-10,LA,4645318,1,NA,2,1,1,0,NA,NA,2,2
2020-06-10,ME,1350141,3,NA,1,5,1,NA,NA,NA,2,NA
2020-06-10,MD,6055802,1,NA,2,3,1,NA,NA,NA,2,2
2020-06-10,MA,6893574,2,NA,1,3,1,NA,NA,NA,3,2
2020-06-10,MI,9966555,1,NA,1,5,1,0,NA,NA,2,2
2020-06-10,MN,5657342,1,NA,1,3,1,0,NA,NA,2,2
2020-06-10,MS,2966786,1,NA,5,5,1,0,NA,NA,2,2
2020-06-10,MO,6151548,1,NA,5,1,1,0,NA,NA,1,2
2020-06-10,MT,1080577,1,NA,5,5,1,1,NA,NA,2,NA
2020-06-10,NE,1937552,0,NA,0,5,1,2,NA,NA,2,2
2020-06-10,NV,3138259,1,NA,2,3,1,0,NA,NA,2,2
2020-06-10,NH,1366275,3,NA,2,3,1,0,NA,NA,2,2
2020-06-10,NJ,8882371,3,NA,2,5,1,0,NA,NA,3,2
2020-06-10,NM,2106319,3,NA,2,5,1,NA,NA,NA,3,2
2020-06-10,NY,19336776,3,NA,2,5,1,0,NA,NA,2,2
2020-06-10,NC,10600823,1,NA,2,3,1,0,NA,NA,2,2
2020-06-10,ND,765309,0,NA,5,0,1,NA,NA,NA,1,2
2020-06-10,OH,11693217,1,NA,2,5,1,1,NA,NA,1,2
2020-06-10,OK,3980783,2,NA,2,3,1,1,NA,NA,2,2
2020-06-10,OR,4241507,3,NA,1,5,1,0,NA,NA,1,2
2020-06-10,PA,12783254,1,NA,1,5,1,0,NA,NA,3,2
2020-06-10,RI,1057125,1,NA,2,5,1,3,NA,NA,2,2
2020-06-10,SC,5218040,1,NA,5,7,1,1,NA,NA,2,2
2020-06-10,SD,892717,0,NA,0,1,1,0,NA,NA,0,NA
2020-06-10,TN,6886834,1,NA,5,5,1,0,NA,NA,1,NA
2020-06-10,TX,29360759,1,NA,5,1,1,1,NA,NA,2,2
2020-06-10,UT,3249879,1,NA,0,5,1,1,NA,NA,1,2
2020-06-10,VT,623347,1,NA,2,5,1,3,NA,NA,2,2
2020-06-10,VA,8590563,3,NA,2,5,1,0,NA,NA,2,2
2020-06-10,WA,7693612,1,NA,1,0,1,0,NA,NA,2,2
2020-06-10,WV,1784787,1,NA,2,5,1,1,NA,NA,2,2
2020-06-10,WI,5832655,1,NA,5,1,1,0,NA,NA,1,2
2020-06-10,WY,582328,0,NA,0,5,1,1,NA,NA,1,2
2020-06-11,AL,4921532,1,NA,5,1,1,0,NA,NA,1,2
2020-06-11,AK,731158,1,NA,5,1,1,NA,NA,NA,1,2
2020-06-11,AZ,7421401,1,NA,5,1,1,1,NA,NA,2,2
2020-06-11,AR,3030522,0,NA,0,3,1,3,NA,NA,2,2
2020-06-11,CA,39368078,3,NA,2,7,1,0,NA,NA,3,NA
2020-06-11,CO,5807719,2,NA,2,5,1,0,NA,NA,2,2
2020-06-11,CT,3557006,1,NA,2,5,1,0,NA,NA,2,2
2020-06-11,DE,986809,1,NA,2,3,1,1,NA,NA,2,2
2020-06-11,DC,712816,1,NA,2,3,1,0,NA,NA,2,2
2020-06-11,FL,21733312,1,NA,5,1,1,3,NA,NA,2,NA
2020-06-11,GA,10710017,2,NA,2,5,1,0,NA,NA,2,2
2020-06-11,HI,1407006,3,NA,1,3,1,NA,NA,NA,2,2
2020-06-11,ID,1826913,1,NA,1,1,1,1,NA,NA,2,NA
2020-06-11,IL,12587530,1,NA,2,5,1,0,NA,NA,3,2
2020-06-11,IN,6754953,1,NA,2,5,1,0,NA,NA,2,2
2020-06-11,IA,3163561,0,NA,2,5,1,0,NA,NA,2,2
2020-06-11,KS,2913805,1,NA,5,5,1,3,NA,NA,1,2
2020-06-11,KY,4477251,1,NA,1,5,1,1,NA,NA,2,NA
2020-06-11,LA,4645318,1,NA,2,1,1,0,NA,NA,2,2
2020-06-11,ME,1350141,3,NA,1,5,1,NA,NA,NA,2,NA
2020-06-11,MD,6055802,1,NA,2,3,1,NA,NA,NA,2,2
2020-06-11,MA,6893574,2,NA,1,3,1,NA,NA,NA,3,2
2020-06-11,MI,9966555,1,NA,1,5,1,0,NA,NA,2,2
2020-06-11,MN,5657342,1,NA,1,3,1,0,NA,NA,2,2
2020-06-11,MS,2966786,1,NA,5,5,1,0,NA,NA,2,2
2020-06-11,MO,6151548,1,NA,5,1,1,0,NA,NA,1,2
2020-06-11,MT,1080577,1,NA,5,5,1,1,NA,NA,2,NA
2020-06-11,NE,1937552,0,NA,0,5,1,2,NA,NA,2,2
2020-06-11,NV,3138259,1,NA,2,3,1,0,NA,NA,2,2
2020-06-11,NH,1366275,3,NA,2,3,1,0,NA,NA,2,2
2020-06-11,NJ,8882371,3,NA,2,5,1,0,NA,NA,3,2
2020-06-11,NM,2106319,3,NA,2,5,1,NA,NA,NA,3,2
2020-06-11,NY,19336776,3,NA,2,5,1,0,NA,NA,2,2
2020-06-11,NC,10600823,1,NA,2,3,1,0,NA,NA,2,2
2020-06-11,ND,765309,0,NA,5,0,1,NA,NA,NA,1,2
2020-06-11,OH,11693217,1,NA,2,5,1,1,NA,NA,1,2
2020-06-11,OK,3980783,2,NA,2,3,1,1,NA,NA,2,2
2020-06-11,OR,4241507,3,NA,1,5,1,0,NA,NA,1,2
2020-06-11,PA,12783254,1,NA,1,5,1,0,NA,NA,3,2
2020-06-11,RI,1057125,1,NA,2,5,1,3,NA,NA,2,2
2020-06-11,SC,5218040,1,NA,5,7,1,1,NA,NA,2,2
2020-06-11,SD,892717,0,NA,0,1,1,0,NA,NA,0,NA
2020-06-11,TN,6886834,1,NA,5,5,1,0,NA,NA,1,NA
2020-06-11,TX,29360759,1,NA,5,1,1,1,NA,NA,2,2
2020-06-11,UT,3249879,1,NA,0,5,1,1,NA,NA,1,2
2020-06-11,VT,623347,1,NA,2,5,1,3,NA,NA,2,2
2020-06-11,VA,8590563,3,NA,2,5,1,0,NA,NA,2,2
2020-06-11,WA,7693612,1,NA,1,0,1,0,NA,NA,2,2
2020-06-11,WV,1784787,1,NA,2,5,1,1,NA,NA,2,2
2020-06-11,WI,5832655,1,NA,5,1,1,0,NA,NA,1,2
2020-06-11,WY,582328,0,NA,0,5,1,1,NA,NA,1,2
2020-06-12,AL,4921532,1,NA,5,1,1,0,NA,NA,1,2
2020-06-12,AK,731158,1,NA,5,1,1,NA,NA,NA,1,2
2020-06-12,AZ,7421401,1,NA,5,1,1,1,NA,NA,2,2
2020-06-12,AR,3030522,0,NA,0,3,1,3,NA,NA,2,2
2020-06-12,CA,39368078,3,NA,2,7,1,0,NA,NA,3,NA
2020-06-12,CO,5807719,2,NA,2,5,1,0,NA,NA,2,2
2020-06-12,CT,3557006,1,NA,2,5,1,0,NA,NA,2,2
2020-06-12,DE,986809,1,NA,2,3,1,1,NA,NA,2,2
2020-06-12,DC,712816,1,NA,2,3,1,0,NA,NA,2,2
2020-06-12,FL,21733312,1,NA,5,1,1,3,NA,NA,2,NA
2020-06-12,GA,10710017,2,NA,2,5,1,0,NA,NA,2,2
2020-06-12,HI,1407006,3,NA,1,3,1,NA,NA,NA,2,2
2020-06-12,ID,1826913,1,NA,5,1,1,1,NA,NA,2,NA
2020-06-12,IL,12587530,1,NA,2,5,1,0,NA,NA,3,2
2020-06-12,IN,6754953,1,NA,5,5,1,0,NA,NA,2,2
2020-06-12,IA,3163561,0,NA,1,5,1,0,NA,NA,1,2
2020-06-12,KS,2913805,1,NA,5,5,1,3,NA,NA,1,2
2020-06-12,KY,4477251,1,NA,1,5,1,1,NA,NA,2,NA
2020-06-12,LA,4645318,1,NA,2,1,1,0,NA,NA,2,2
2020-06-12,ME,1350141,3,NA,1,5,1,NA,NA,NA,2,NA
2020-06-12,MD,6055802,1,NA,2,3,1,NA,NA,NA,2,2
2020-06-12,MA,6893574,2,NA,1,3,1,NA,NA,NA,3,2
2020-06-12,MI,9966555,1,NA,1,5,1,0,NA,NA,2,2
2020-06-12,MN,5657342,1,NA,1,3,1,0,NA,NA,2,2
2020-06-12,MS,2966786,1,NA,5,5,1,0,NA,NA,2,2
2020-06-12,MO,6151548,1,NA,5,1,1,0,NA,NA,1,2
2020-06-12,MT,1080577,1,NA,5,5,1,1,NA,NA,2,NA
2020-06-12,NE,1937552,0,NA,0,5,1,2,NA,NA,2,2
2020-06-12,NV,3138259,1,NA,2,3,1,0,NA,NA,2,2
2020-06-12,NH,1366275,3,NA,2,3,1,0,NA,NA,2,2
2020-06-12,NJ,8882371,1,NA,2,5,1,0,NA,NA,3,2
2020-06-12,NM,2106319,3,NA,2,5,1,NA,NA,NA,3,2
2020-06-12,NY,19336776,3,NA,2,5,1,0,NA,NA,2,2
