Location,Date,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Restaurants,School_Closed,Mask_Requirement
Minnesota,2021-01-06,1,3,3,5,1,0,3,NA,3
Mississippi,2021-01-06,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-06,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-06,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-06,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-06,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-06,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-06,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-06,1,3,3,5,1,4,3,NA,3
New York,2021-01-06,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-06,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-06,0,3,NA,2,1,1,2,NA,3
Ohio,2021-01-06,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-06,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-06,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-06,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-06,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-06,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-06,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-06,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-06,1,3,3,5,1,1,2,NA,3
Utah,2021-01-06,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-06,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-06,3,3,2,5,1,0,2,NA,3
Washington,2021-01-06,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-06,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-06,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-06,0,3,0,5,1,1,2,NA,3
Alabama,2021-01-07,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-07,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-07,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-07,0,2,0,1,1,1,2,NA,3
California,2021-01-07,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-07,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-07,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-07,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-07,1,3,3,5,1,4,3,NA,3
Florida,2021-01-07,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-07,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-07,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-07,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-07,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-07,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-07,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-07,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-07,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-07,1,3,2,2,1,0,2,NA,3
Maine,2021-01-07,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-07,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-07,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-07,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-07,1,3,3,5,1,0,3,NA,3
Mississippi,2021-01-07,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-07,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-07,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-07,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-07,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-07,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-07,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-07,1,3,3,5,1,4,3,NA,3
New York,2021-01-07,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-07,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-07,0,3,NA,2,1,1,2,NA,3
Ohio,2021-01-07,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-07,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-07,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-07,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-07,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-07,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-07,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-07,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-07,1,3,3,5,1,1,2,NA,3
Utah,2021-01-07,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-07,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-07,3,3,2,5,1,0,2,NA,3
Washington,2021-01-07,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-07,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-07,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-07,0,3,0,5,1,1,2,NA,3
Alabama,2021-01-08,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-08,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-08,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-08,0,2,0,1,1,1,2,NA,3
California,2021-01-08,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-08,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-08,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-08,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-08,1,3,3,5,1,4,3,NA,3
Florida,2021-01-08,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-08,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-08,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-08,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-08,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-08,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-08,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-08,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-08,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-08,1,3,2,2,1,0,2,NA,3
Maine,2021-01-08,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-08,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-08,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-08,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-08,1,3,3,5,1,0,2,NA,3
Mississippi,2021-01-08,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-08,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-08,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-08,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-08,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-08,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-08,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-08,1,3,3,5,1,4,3,NA,3
New York,2021-01-08,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-08,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-08,0,3,NA,1,1,1,2,NA,3
Ohio,2021-01-08,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-08,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-08,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-08,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-08,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-08,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-08,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-08,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-08,1,3,3,5,1,1,2,NA,3
Utah,2021-01-08,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-08,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-08,3,3,2,5,1,0,2,NA,3
Washington,2021-01-08,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-08,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-08,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-08,0,1,0,5,1,1,1,NA,3
Alabama,2021-01-09,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-09,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-09,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-09,0,2,0,1,1,1,2,NA,3
California,2021-01-09,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-09,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-09,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-09,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-09,1,3,3,5,1,4,3,NA,3
Florida,2021-01-09,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-09,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-09,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-09,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-09,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-09,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-09,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-09,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-09,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-09,1,3,2,2,1,0,2,NA,3
Maine,2021-01-09,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-09,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-09,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-09,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-09,1,3,3,5,1,0,2,NA,3
Mississippi,2021-01-09,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-09,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-09,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-09,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-09,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-09,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-09,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-09,1,3,3,5,1,4,3,NA,3
New York,2021-01-09,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-09,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-09,0,3,NA,1,1,1,2,NA,3
Ohio,2021-01-09,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-09,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-09,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-09,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-09,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-09,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-09,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-09,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-09,1,3,3,5,1,1,2,NA,3
Utah,2021-01-09,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-09,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-09,3,3,2,5,1,0,2,NA,3
Washington,2021-01-09,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-09,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-09,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-09,0,1,0,5,1,1,1,NA,3
Alabama,2021-01-10,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-10,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-10,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-10,0,2,0,1,1,1,2,NA,3
California,2021-01-10,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-10,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-10,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-10,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-10,1,3,3,5,1,4,3,NA,3
Florida,2021-01-10,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-10,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-10,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-10,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-10,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-10,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-10,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-10,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-10,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-10,1,3,2,2,1,0,2,NA,3
Maine,2021-01-10,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-10,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-10,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-10,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-10,1,3,3,5,1,0,2,NA,3
Mississippi,2021-01-10,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-10,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-10,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-10,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-10,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-10,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-10,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-10,1,3,3,5,1,4,3,NA,3
New York,2021-01-10,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-10,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-10,0,3,NA,1,1,1,2,NA,3
Ohio,2021-01-10,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-10,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-10,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-10,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-10,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-10,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-10,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-10,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-10,1,3,3,5,1,1,2,NA,3
Utah,2021-01-10,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-10,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-10,3,3,2,5,1,0,2,NA,3
Washington,2021-01-10,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-10,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-10,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-10,0,1,0,5,1,1,1,NA,3
Alabama,2021-01-11,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-11,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-11,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-11,0,2,0,1,1,1,2,NA,3
California,2021-01-11,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-11,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-11,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-11,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-11,1,3,3,5,1,4,3,NA,3
Florida,2021-01-11,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-11,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-11,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-11,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-11,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-11,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-11,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-11,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-11,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-11,1,3,2,2,1,0,2,NA,3
Maine,2021-01-11,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-11,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-11,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-11,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-11,1,3,3,5,1,0,2,NA,3
Mississippi,2021-01-11,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-11,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-11,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-11,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-11,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-11,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-11,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-11,1,3,3,5,1,4,3,NA,3
New York,2021-01-11,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-11,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-11,0,3,NA,1,1,1,2,NA,3
Ohio,2021-01-11,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-11,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-11,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-11,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-11,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-11,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-11,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-11,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-11,1,3,3,5,1,1,2,NA,3
Utah,2021-01-11,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-11,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-11,3,3,2,5,1,0,2,NA,3
Washington,2021-01-11,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-11,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-11,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-11,0,1,0,5,1,1,1,NA,3
Alabama,2021-01-12,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-12,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-12,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-12,0,2,0,1,1,1,2,NA,3
California,2021-01-12,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-12,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-12,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-12,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-12,1,3,3,5,1,4,3,NA,3
Florida,2021-01-12,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-12,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-12,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-12,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-12,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-12,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-12,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-12,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-12,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-12,1,3,2,2,1,0,2,NA,3
Maine,2021-01-12,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-12,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-12,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-12,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-12,1,3,3,5,1,0,2,NA,3
Mississippi,2021-01-12,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-12,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-12,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-12,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-12,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-12,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-12,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-12,1,3,3,5,1,4,3,NA,3
New York,2021-01-12,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-12,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-12,0,3,NA,1,1,1,2,NA,3
Ohio,2021-01-12,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-12,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-12,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-12,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-12,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-12,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-12,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-12,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-12,1,3,3,5,1,1,2,NA,3
Utah,2021-01-12,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-12,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-12,3,3,2,5,1,0,2,NA,3
Washington,2021-01-12,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-12,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-12,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-12,0,1,0,5,1,1,1,NA,3
Alabama,2021-01-13,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-13,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-13,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-13,0,2,0,1,1,1,2,NA,3
California,2021-01-13,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-13,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-13,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-13,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-13,1,3,3,5,1,4,3,NA,3
Florida,2021-01-13,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-13,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-13,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-13,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-13,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-13,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-13,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-13,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-13,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-13,1,3,2,2,1,0,2,NA,3
Maine,2021-01-13,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-13,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-13,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-13,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-13,1,3,3,5,1,0,2,NA,3
Mississippi,2021-01-13,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-13,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-13,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-13,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-13,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-13,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-13,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-13,1,3,3,5,1,4,3,NA,3
New York,2021-01-13,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-13,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-13,0,3,NA,1,1,1,2,NA,3
Ohio,2021-01-13,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-13,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-13,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-13,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-13,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-13,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-13,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-13,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-13,1,3,3,5,1,1,2,NA,3
Utah,2021-01-13,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-13,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-13,3,3,2,5,1,0,2,NA,3
Washington,2021-01-13,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-13,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-13,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-13,0,1,0,5,1,1,1,NA,3
Alabama,2021-01-14,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-14,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-14,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-14,0,2,0,1,1,1,2,NA,3
California,2021-01-14,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-14,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-14,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-14,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-14,1,3,3,5,1,4,3,NA,3
Florida,2021-01-14,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-14,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-14,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-14,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-14,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-14,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-14,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-14,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-14,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-14,1,3,2,2,1,0,2,NA,3
Maine,2021-01-14,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-14,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-14,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-14,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-14,1,3,3,5,1,0,2,NA,3
Mississippi,2021-01-14,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-14,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-14,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-14,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-14,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-14,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-14,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-14,1,3,3,5,1,4,3,NA,3
New York,2021-01-14,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-14,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-14,0,3,NA,1,1,1,2,NA,3
Ohio,2021-01-14,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-14,1,1,NA,1,1,1,1,NA,0
Oregon,2021-01-14,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-14,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-14,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-14,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-14,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-14,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-14,1,3,3,5,1,1,2,NA,3
Utah,2021-01-14,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-14,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-14,3,3,2,5,1,0,2,NA,3
Washington,2021-01-14,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-14,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-14,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-14,0,1,0,5,1,1,1,NA,3
Alabama,2021-01-15,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-15,1,1,NA,1,1,5,1,NA,2
