date,state,index
2020-03-28,HI,0.03291664218401634
2020-03-28,IA,0.0023499321933577975
2020-03-28,ID,0.048297886733685194
2020-03-28,IL,0.3327750682144494
2020-03-28,IN,0.17857990768327064
2020-03-28,KS,-9.917078853101703e-4
2020-03-28,KY,0.010202854166869153
2020-03-28,LA,0.056365607637327605
2020-03-28,MA,0.08366172538610957
2020-03-28,MD,0.07349436502990367
2020-03-28,ME,0.016206784588504778
2020-03-28,MI,0.26348465663939324
2020-03-28,MN,0.02562027016533358
2020-03-28,MO,0.005384023563620266
2020-03-28,MS,-0.010275712720203965
2020-03-28,MT,0.028567088609597363
2020-03-28,NC,0.2480042711595335
2020-03-28,ND,-0.005150488630184978
2020-03-28,NE,-0.15855756422272013
2020-03-28,NH,0.031963748057909434
2020-03-28,NJ,0.21481740610006012
2020-03-28,NM,0.022831331793355003
2020-03-28,NV,0.03808650819567423
2020-03-28,NY,0.38058082121262216
2020-03-28,OH,0.309132219333051
2020-03-28,OK,-1.74643724484428e-4
2020-03-28,OR,0.10257954004569812
2020-03-28,PA,0.09784620964865622
2020-03-28,RI,0.004226879098553467
2020-03-28,SC,-0.019243482550856228
2020-03-28,SD,-0.01083866775402004
2020-03-28,TN,0.006027568432326496
2020-03-28,TX,0.11739801682371113
2020-03-28,UT,-0.021871511819378745
2020-03-28,VA,0.00751872433032538
2020-03-28,VT,0.014583086465501946
2020-03-28,WA,0.20339512661463421
2020-03-28,WI,0.15419722260811689
2020-03-28,WV,0.04718420656580461
2020-03-28,WY,5.096713337449146e-4
2020-03-29,AK,0.003932664745382949
2020-03-29,AL,-0.010664173342886281
2020-03-29,AR,0.0026524058428983414
2020-03-29,AZ,-0.04994563172593479
2020-03-29,CA,1.0407693043767732
2020-03-29,CO,0.15353799247313443
2020-03-29,CT,0.016116840549233034
2020-03-29,DC,0.008650870570595902
2020-03-29,DE,0.01858329759019708
2020-03-29,FL,-0.07838576460211603
2020-03-29,GA,-0.07031460492675642
2020-03-29,HI,0.03291664218401634
2020-03-29,IA,0.0023499321933577975
2020-03-29,ID,0.048297886733685194
2020-03-29,IL,0.3327750682144494
2020-03-29,IN,0.17857990768327064
2020-03-29,KS,-9.917078853101703e-4
2020-03-29,KY,0.010202854166869153
2020-03-29,LA,0.056365607637327605
2020-03-29,MA,0.08366172538610957
2020-03-29,MD,0.07349436502990367
2020-03-29,ME,0.016206784588504778
2020-03-29,MI,0.26348465663939324
2020-03-29,MN,0.02562027016533358
2020-03-29,MO,0.005384023563620266
2020-03-29,MS,-0.010275712720203965
2020-03-29,MT,0.028567088609597363
2020-03-29,NC,0.2480042711595335
2020-03-29,ND,-0.005150488630184978
2020-03-29,NE,-0.15855756422272013
2020-03-29,NH,0.031963748057909434
2020-03-29,NJ,0.21481740610006012
2020-03-29,NM,0.022831331793355003
2020-03-29,NV,0.03808650819567423
2020-03-29,NY,0.38058082121262216
2020-03-29,OH,0.309132219333051
2020-03-29,OK,-1.74643724484428e-4
2020-03-29,OR,0.10257954004569812
2020-03-29,PA,0.09784620964865622
2020-03-29,RI,0.004226879098553467
2020-03-29,SC,-0.019243482550856228
2020-03-29,SD,-0.01083866775402004
2020-03-29,TN,0.006027568432326496
2020-03-29,TX,0.11739801682371113
2020-03-29,UT,-0.021871511819378745
2020-03-29,VA,0.00751872433032538
2020-03-29,VT,0.014583086465501946
2020-03-29,WA,0.20339512661463421
2020-03-29,WI,0.15419722260811689
2020-03-29,WV,0.04718420656580461
2020-03-29,WY,5.096713337449146e-4
2020-03-30,AK,0.023826176442107487
2020-03-30,AL,-0.007334629604794831
2020-03-30,AR,-0.004516430326813282
2020-03-30,AZ,-0.06750128976726695
2020-03-30,CA,0.9476423442364316
2020-03-30,CO,0.13979957182127267
2020-03-30,CT,0.007702582784834275
2020-03-30,DC,0.0069646722446477126
2020-03-30,DE,0.024652194049659223
2020-03-30,FL,-0.04961798569310919
2020-03-30,GA,-0.0956496321094749
2020-03-30,HI,0.04156975918218112
2020-03-30,IA,-0.005133613717838053
2020-03-30,ID,0.0439762418179524
2020-03-30,IL,0.30299869953891095
2020-03-30,IN,0.16260076237724677
2020-03-30,KS,0.06848288591456596
2020-03-30,KY,-3.882845576402003e-4
2020-03-30,LA,0.04537689886101367
2020-03-30,MA,0.12605735295095774
2020-03-30,MD,0.17891766687204658
2020-03-30,ME,0.01301296529433347
2020-03-30,MI,0.23990832227474576
2020-03-30,MN,0.012237573074195913
2020-03-30,MO,-0.009167740060638922
2020-03-30,MS,-0.01729377851368577
2020-03-30,MT,0.02601093508827052
2020-03-30,NC,0.22292754729773318
2020-03-30,ND,-0.006960861509908614
2020-03-30,NE,-0.16314093067189855
2020-03-30,NH,0.028731763060680326
2020-03-30,NJ,0.19380575777756068
2020-03-30,NM,0.022831331793355003
2020-03-30,NV,0.030662815304111978
2020-03-30,NY,0.33483880739638466
2020-03-30,OH,0.28147138830463847
2020-03-30,OK,-0.00959136505307836
2020-03-30,OR,0.09254606436207496
2020-03-30,PA,0.06760684704320052
2020-03-30,RI,0.02081211169210468
2020-03-30,SC,-0.03158699099164697
2020-03-30,SD,-0.012950429991323202
2020-03-30,TN,-0.010263547314069596
2020-03-30,TX,0.1562620345819172
2020-03-30,UT,0.012750978172437994
2020-03-30,VA,0.083915268752358
2020-03-30,VT,0.018416683849916102
2020-03-30,WA,0.18519554120283802
2020-03-30,WI,0.14039981472609214
2020-03-30,WV,0.0429622125988144
2020-03-30,WY,-8.678517560184433e-4
2020-03-31,AK,0.023826176442107487
2020-03-31,AL,-0.007334629604794831
2020-03-31,AR,-0.004516430326813282
2020-03-31,AZ,-0.06750128976726695
2020-03-31,CA,0.9476423442364316
2020-03-31,CO,0.13979957182127267
2020-03-31,CT,0.007702582784834275
2020-03-31,DC,0.0069646722446477126
2020-03-31,DE,0.024652194049659223
2020-03-31,FL,-0.04961798569310919
2020-03-31,GA,-0.0956496321094749
2020-03-31,HI,0.04156975918218112
2020-03-31,IA,-0.005133613717838053
2020-03-31,ID,0.0439762418179524
2020-03-31,IL,0.30299869953891095
2020-03-31,IN,0.16260076237724677
2020-03-31,KS,0.06848288591456596
2020-03-31,KY,-3.882845576402003e-4
2020-03-31,LA,0.04537689886101367
2020-03-31,MA,0.12605735295095774
2020-03-31,MD,0.17891766687204658
2020-03-31,ME,0.01301296529433347
2020-03-31,MI,0.23990832227474576
2020-03-31,MN,0.012237573074195913
2020-03-31,MO,-0.009167740060638922
2020-03-31,MS,-0.01729377851368577
2020-03-31,MT,0.02601093508827052
2020-03-31,NC,0.22292754729773318
2020-03-31,ND,-0.006960861509908614
2020-03-31,NE,-0.16314093067189855
2020-03-31,NH,0.028731763060680326
2020-03-31,NJ,0.19380575777756068
2020-03-31,NM,0.022831331793355003
2020-03-31,NV,0.030662815304111978
2020-03-31,NY,0.33483880739638466
2020-03-31,OH,0.28147138830463847
2020-03-31,OK,-0.00959136505307836
2020-03-31,OR,0.09254606436207496
2020-03-31,PA,0.06760684704320052
2020-03-31,RI,0.02081211169210468
2020-03-31,SC,-0.03158699099164697
2020-03-31,SD,-0.012950429991323202
2020-03-31,TN,-0.010263547314069596
2020-03-31,TX,0.1562620345819172
2020-03-31,UT,0.012750978172437994
2020-03-31,VA,0.083915268752358
2020-03-31,VT,0.018416683849916102
2020-03-31,WA,0.18519554120283802
2020-03-31,WI,0.14039981472609214
2020-03-31,WV,0.0429622125988144
2020-03-31,WY,-8.678517560184433e-4
2020-04-01,AK,0.023826176442107487
2020-04-01,AL,-0.007334629604794831
2020-04-01,AR,-0.004516430326813282
2020-04-01,AZ,0.15606663015154054
2020-04-01,CA,0.9476423442364316
2020-04-01,CO,0.13979957182127267
2020-04-01,CT,0.007702582784834275
2020-04-01,DC,0.014989998659026848
2020-04-01,DE,0.024652194049659223
2020-04-01,FL,0.43980712171868214
2020-04-01,GA,-0.0956496321094749
2020-04-01,HI,0.04156975918218112
2020-04-01,IA,-0.005133613717838053
2020-04-01,ID,0.0439762418179524
2020-04-01,IL,0.30299869953891095
2020-04-01,IN,0.16260076237724677
2020-04-01,KS,0.06848288591456596
2020-04-01,KY,-3.882845576402003e-4
2020-04-01,LA,0.04537689886101367
2020-04-01,MA,0.12605735295095774
2020-04-01,MD,0.17891766687204658
2020-04-01,ME,0.028392476851666026
2020-04-01,MI,0.23990832227474576
2020-04-01,MN,0.012237573074195913
2020-04-01,MO,-0.009167740060638922
2020-04-01,MS,-0.008027805659474151
2020-04-01,MT,0.03521266027491073
2020-04-01,NC,0.22292754729773318
2020-04-01,ND,-0.006960861509908614
2020-04-01,NE,-0.16104113441579757
2020-04-01,NH,0.028731763060680326
2020-04-01,NJ,0.19380575777756068
2020-04-01,NM,0.022831331793355003
2020-04-01,NV,0.06599528938979896
2020-04-01,NY,0.33483880739638466
2020-04-01,OH,0.28147138830463847
2020-04-01,OK,0.01752753249417589
2020-04-01,OR,0.09254606436207496
2020-04-01,PA,0.06760684704320052
2020-04-01,RI,0.02081211169210468
2020-04-01,SC,0.027173146325680304
2020-04-01,SD,-0.012950429991323202
2020-04-01,TN,0.1448250774743279
2020-04-01,TX,0.24796261422367413
2020-04-01,UT,0.012750978172437994
2020-04-01,VA,0.083915268752358
2020-04-01,VT,0.018416683849916102
2020-04-01,WA,0.18519554120283802
2020-04-01,WI,0.14039981472609214
2020-04-01,WV,0.05512099035602229
2020-04-01,WY,-8.678517560184433e-4
2020-04-02,AK,0.023826176442107487
2020-04-02,AL,-0.007334629604794831
2020-04-02,AR,-0.004516430326813282
2020-04-02,AZ,0.15606663015154054
2020-04-02,CA,0.9476423442364316
2020-04-02,CO,0.13979957182127267
2020-04-02,CT,0.007702582784834275
2020-04-02,DC,0.014989998659026848
2020-04-02,DE,0.024652194049659223
2020-04-02,FL,0.43980712171868214
2020-04-02,GA,-0.0956496321094749
2020-04-02,HI,0.04156975918218112
2020-04-02,IA,-0.005133613717838053
2020-04-02,ID,0.0439762418179524
2020-04-02,IL,0.30299869953891095
2020-04-02,IN,0.16260076237724677
2020-04-02,KS,0.06848288591456596
2020-04-02,KY,-3.882845576402003e-4
2020-04-02,LA,0.04537689886101367
2020-04-02,MA,0.12605735295095774
2020-04-02,MD,0.17891766687204658
2020-04-02,ME,0.028392476851666026
2020-04-02,MI,0.23990832227474576
2020-04-02,MN,0.012237573074195913
2020-04-02,MO,-0.009167740060638922
2020-04-02,MS,-0.008027805659474151
2020-04-02,MT,0.03521266027491073
2020-04-02,NC,0.22292754729773318
2020-04-02,ND,-0.006960861509908614
2020-04-02,NE,-0.16104113441579757
2020-04-02,NH,0.028731763060680326
2020-04-02,NJ,0.19380575777756068
2020-04-02,NM,0.022831331793355003
2020-04-02,NV,0.06599528938979896
2020-04-02,NY,0.33483880739638466
2020-04-02,OH,0.28147138830463847
2020-04-02,OK,0.01752753249417589
2020-04-02,OR,0.09254606436207496
2020-04-02,PA,0.06760684704320052
2020-04-02,RI,0.02081211169210468
2020-04-02,SC,0.027173146325680304
2020-04-02,SD,-0.012950429991323202
2020-04-02,TN,0.1448250774743279
2020-04-02,TX,0.24796261422367413
2020-04-02,UT,0.012750978172437994
2020-04-02,VA,0.083915268752358
2020-04-02,VT,0.018416683849916102
2020-04-02,WA,0.18519554120283802
2020-04-02,WI,0.14039981472609214
2020-04-02,WV,0.05512099035602229
2020-04-02,WY,-8.678517560184433e-4
2020-04-03,AK,0.023826176442107487
2020-04-03,AL,-0.007334629604794831
2020-04-03,AR,-0.004516430326813282
2020-04-03,AZ,0.15606663015154054
2020-04-03,CA,0.9476423442364316
2020-04-03,CO,0.13979957182127267
2020-04-03,CT,0.0477495713595928
2020-04-03,DC,0.014989998659026848
2020-04-03,DE,0.029155108427973274
2020-04-03,FL,0.43980712171868214
2020-04-03,GA,0.10461874907352674
2020-04-03,HI,0.04156975918218112
2020-04-03,IA,-0.00471470025333053
2020-04-03,ID,0.0439762418179524
2020-04-03,IL,0.30299869953891095
2020-04-03,IN,0.16260076237724677
2020-04-03,KS,0.06848288591456596
2020-04-03,KY,0.09768979733174188
2020-04-03,LA,0.04537689886101367
2020-04-03,MA,0.20366950182482876
2020-04-03,MD,0.17891766687204658
2020-04-03,ME,0.028392476851666026
2020-04-03,MI,0.23990832227474576
2020-04-03,MN,0.012237573074195913
2020-04-03,MO,-0.009167740060638922
2020-04-03,MS,0.06238933772757574
2020-04-03,MT,0.03521266027491073
2020-04-03,NC,0.22292754729773318
2020-04-03,ND,-0.006960861509908614
2020-04-03,NE,-0.026029666959490886
2020-04-03,NH,0.028731763060680326
2020-04-03,NJ,0.19380575777756068
2020-04-03,NM,0.04654558274704943
2020-04-03,NV,0.06599528938979896
2020-04-03,NY,0.4654620867855111
2020-04-03,OH,0.28147138830463847
2020-04-03,OK,0.06235496879410499
2020-04-03,OR,0.09254606436207496
2020-04-03,PA,0.30771003825814763
2020-04-03,RI,0.02081211169210468
2020-04-03,SC,0.027173146325680304
2020-04-03,SD,-0.012950429991323202
2020-04-03,TN,0.1448250774743279
2020-04-03,TX,0.24796261422367413
2020-04-03,UT,0.012750978172437994
2020-04-03,VA,0.083915268752358
2020-04-03,VT,0.018416683849916102
2020-04-03,WA,0.18519554120283802
2020-04-03,WI,0.14039981472609214
2020-04-03,WV,0.05512099035602229
2020-04-03,WY,-8.678517560184433e-4
2020-04-04,AK,0.023826176442107487
2020-04-04,AL,-0.007334629604794831
2020-04-04,AR,-0.004516430326813282
2020-04-04,AZ,0.15606663015154054
2020-04-04,CA,0.9476423442364316
2020-04-04,CO,0.13979957182127267
2020-04-04,CT,0.0477495713595928
2020-04-04,DC,0.014989998659026848
2020-04-04,DE,0.029155108427973274
2020-04-04,FL,0.43980712171868214
2020-04-04,GA,0.10461874907352674
2020-04-04,HI,0.04156975918218112
2020-04-04,IA,-0.00471470025333053
2020-04-04,ID,0.0439762418179524
2020-04-04,IL,0.30299869953891095
2020-04-04,IN,0.16260076237724677
2020-04-04,KS,0.06848288591456596
2020-04-04,KY,0.09768979733174188
2020-04-04,LA,0.04537689886101367
2020-04-04,MA,0.20366950182482876
2020-04-04,MD,0.17891766687204658
2020-04-04,ME,0.028392476851666026
2020-04-04,MI,0.23990832227474576
2020-04-04,MN,0.012237573074195913
2020-04-04,MO,-0.009167740060638922
2020-04-04,MS,0.06238933772757574
2020-04-04,MT,0.03521266027491073
2020-04-04,NC,0.22292754729773318
2020-04-04,ND,-0.006960861509908614
2020-04-04,NE,-0.026029666959490886
2020-04-04,NH,0.028731763060680326
2020-04-04,NJ,0.19380575777756068
2020-04-04,NM,0.04654558274704943
2020-04-04,NV,0.06599528938979896
2020-04-04,NY,0.4654620867855111
2020-04-04,OH,0.28147138830463847
2020-04-04,OK,0.06235496879410499
2020-04-04,OR,0.09254606436207496
2020-04-04,PA,0.30771003825814763
2020-04-04,RI,0.02081211169210468
2020-04-04,SC,0.027173146325680304
2020-04-04,SD,-0.012950429991323202
2020-04-04,TN,0.1448250774743279
2020-04-04,TX,0.24796261422367413
2020-04-04,UT,0.012750978172437994
2020-04-04,VA,0.083915268752358
2020-04-04,VT,0.018416683849916102
2020-04-04,WA,0.18519554120283802
2020-04-04,WI,0.14039981472609214
2020-04-04,WV,0.05512099035602229
2020-04-04,WY,-8.678517560184433e-4
2020-04-05,AK,0.023826176442107487
2020-04-05,AL,-0.007334629604794831
2020-04-05,AR,-0.004516430326813282
2020-04-05,AZ,0.15606663015154054
2020-04-05,CA,0.9476423442364316
2020-04-05,CO,0.13979957182127267
2020-04-05,CT,0.0477495713595928
2020-04-05,DC,0.014989998659026848
2020-04-05,DE,0.029155108427973274
2020-04-05,FL,0.43980712171868214
2020-04-05,GA,0.10461874907352674
2020-04-05,HI,0.04156975918218112
2020-04-05,IA,-0.00471470025333053
2020-04-05,ID,0.0439762418179524
2020-04-05,IL,0.30299869953891095
2020-04-05,IN,0.16260076237724677
2020-04-05,KS,0.06848288591456596
2020-04-05,KY,0.09768979733174188
2020-04-05,LA,0.04537689886101367
2020-04-05,MA,0.20366950182482876
2020-04-05,MD,0.17891766687204658
2020-04-05,ME,0.028392476851666026
2020-04-05,MI,0.23990832227474576
2020-04-05,MN,0.012237573074195913
2020-04-05,MO,-0.009167740060638922
2020-04-05,MS,0.06238933772757574
2020-04-05,MT,0.03521266027491073
2020-04-05,NC,0.22292754729773318
2020-04-05,ND,-0.006960861509908614
2020-04-05,NE,-0.026029666959490886
2020-04-05,NH,0.028731763060680326
2020-04-05,NJ,0.19380575777756068
2020-04-05,NM,0.04654558274704943
2020-04-05,NV,0.06599528938979896
2020-04-05,NY,0.4654620867855111
2020-04-05,OH,0.28147138830463847
2020-04-05,OK,0.06235496879410499
2020-04-05,OR,0.09254606436207496
2020-04-05,PA,0.30771003825814763
2020-04-05,RI,0.02081211169210468
2020-04-05,SC,0.027173146325680304
2020-04-05,SD,-0.012950429991323202
2020-04-05,TN,0.1448250774743279
2020-04-05,TX,0.24796261422367413
2020-04-05,UT,0.012750978172437994
2020-04-05,VA,0.083915268752358
2020-04-05,VT,0.018416683849916102
2020-04-05,WA,0.18519554120283802
2020-04-05,WI,0.14039981472609214
2020-04-05,WV,0.05512099035602229
2020-04-05,WY,-8.678517560184433e-4
2020-04-06,AK,0.023826176442107487
2020-04-06,AL,0.10349621512474148
2020-04-06,AR,-0.004516430326813282
2020-04-06,AZ,0.15606663015154054
2020-04-06,CA,0.9476423442364316
2020-04-06,CO,0.13979957182127267
2020-04-06,CT,0.0477495713595928
2020-04-06,DC,0.014989998659026848
2020-04-06,DE,0.029155108427973274
2020-04-06,FL,0.43980712171868214
2020-04-06,GA,0.10461874907352674
2020-04-06,HI,0.04156975918218112
2020-04-06,IA,-0.00471470025333053
2020-04-06,ID,0.0439762418179524
2020-04-06,IL,0.30299869953891095
2020-04-06,IN,0.16260076237724677
2020-04-06,KS,0.06848288591456596
2020-04-06,KY,0.09768979733174188
2020-04-06,LA,0.04537689886101367
2020-04-06,MA,0.20366950182482876
2020-04-06,MD,0.17891766687204658
2020-04-06,ME,0.03988969217756655
2020-04-06,MI,0.23990832227474576
2020-04-06,MN,0.012237573074195913
2020-04-06,MO,0.12936255116459128
2020-04-06,MS,0.06238933772757574
2020-04-06,MT,0.03521266027491073
2020-04-06,NC,0.22292754729773318
2020-04-06,ND,-0.001747229829158469
2020-04-06,NE,-0.002887561486957602
2020-04-06,NH,0.028731763060680326
2020-04-06,NJ,0.19380575777756068
2020-04-06,NM,0.04654558274704943
2020-04-06,NV,0.06599528938979896
2020-04-06,NY,0.4654620867855111
2020-04-06,OH,0.3810457540201308
2020-04-06,OK,0.06235496879410499
2020-04-06,OR,0.09254606436207496
2020-04-06,PA,0.30771003825814763
2020-04-06,RI,0.02081211169210468
2020-04-06,SC,0.12560520881714038
2020-04-06,SD,-0.012950429991323202
2020-04-06,TN,0.1448250774743279
2020-04-06,TX,0.24796261422367413
2020-04-06,UT,0.012750978172437994
2020-04-06,VA,0.083915268752358
2020-04-06,VT,0.018416683849916102
2020-04-06,WA,0.18519554120283802
2020-04-06,WI,0.14039981472609214
2020-04-06,WV,0.036117920423307845
2020-04-06,WY,0.004091000990695419
2020-04-07,AK,0.023826176442107487
2020-04-07,AL,0.10349621512474148
2020-04-07,AR,-0.004516430326813282
2020-04-07,AZ,0.15606663015154054
2020-04-07,CA,0.9476423442364316
2020-04-07,CO,0.13979957182127267
2020-04-07,CT,0.0477495713595928
2020-04-07,DC,0.014989998659026848
2020-04-07,DE,0.029155108427973274
2020-04-07,FL,0.43980712171868214
2020-04-07,GA,0.10461874907352674
2020-04-07,HI,0.04156975918218112
2020-04-07,IA,-0.00471470025333053
2020-04-07,ID,0.0439762418179524
2020-04-07,IL,0.30299869953891095
2020-04-07,IN,0.16260076237724677
2020-04-07,KS,0.06848288591456596
2020-04-07,KY,0.09768979733174188
2020-04-07,LA,0.04537689886101367
2020-04-07,MA,0.20366950182482876
2020-04-07,MD,0.17891766687204658
2020-04-07,ME,0.03988969217756655
2020-04-07,MI,0.23990832227474576
2020-04-07,MN,0.012237573074195913
2020-04-07,MO,0.12936255116459128
2020-04-07,MS,0.06238933772757574
2020-04-07,MT,0.03521266027491073
2020-04-07,NC,0.22292754729773318
2020-04-07,ND,-0.001747229829158469
2020-04-07,NE,-0.002887561486957602
2020-04-07,NH,0.028731763060680326
2020-04-07,NJ,0.19380575777756068
2020-04-07,NM,0.04654558274704943
2020-04-07,NV,0.06599528938979896
2020-04-07,NY,0.4654620867855111
2020-04-07,OH,0.3810457540201308
2020-04-07,OK,0.06235496879410499
2020-04-07,OR,0.09254606436207496
2020-04-07,PA,0.30771003825814763
2020-04-07,RI,0.02081211169210468
2020-04-07,SC,0.12560520881714038
2020-04-07,SD,-0.012950429991323202
2020-04-07,TN,0.1448250774743279
2020-04-07,TX,0.24796261422367413
2020-04-07,UT,0.012750978172437994
2020-04-07,VA,0.083915268752358
2020-04-07,VT,0.018416683849916102
2020-04-07,WA,0.18519554120283802
2020-04-07,WI,0.14039981472609214
2020-04-07,WV,0.036117920423307845
2020-04-07,WY,0.004091000990695419
2020-04-08,AK,0.023826176442107487
2020-04-08,AL,0.10349621512474148
2020-04-08,AR,-0.004516430326813282
2020-04-08,AZ,0.15606663015154054
2020-04-08,CA,0.9476423442364316
2020-04-08,CO,0.13979957182127267
2020-04-08,CT,0.0477495713595928
2020-04-08,DC,0.014989998659026848
2020-04-08,DE,0.029155108427973274
