date,composite_weighted_std_score
2020-03-25,55.03921122395485
2020-03-26,63.29327379134957
2020-03-27,69.16487776472829
2020-03-28,69.16487776472829
2020-03-29,69.16487776472829
2020-03-30,67.4365053440952
2020-03-31,67.4365053440952
2020-04-01,80.60381264576264
2020-04-02,80.60381264576264
2020-04-03,92.90007405229679
2020-04-04,92.90007405229679
2020-04-05,92.90007405229679
2020-04-06,98.35232748868405
2020-04-07,98.35232748868405
2020-04-08,98.35232748868405
2020-04-09,98.9311509335987
2020-04-10,98.94607327749993
2020-04-11,98.94607327749993
2020-04-12,98.94607327749993
2020-04-13,98.94607327749993
2020-04-14,98.94607327749993
2020-04-15,98.94607327749993
2020-04-16,99.12418319168921
2020-04-17,99.12418319168921
2020-04-18,99.12418319168921
2020-04-19,99.12418319168921
2020-04-20,99.12418319168921
2020-04-21,99.12418319168921
2020-04-22,100
2020-04-23,100
2020-04-24,98.8719753010595
2020-04-25,98.8719753010595
2020-04-26,98.8719753010595
2020-04-27,96.85094943850463
2020-04-28,96.85094943850463
2020-04-29,96.19596475959784
2020-04-30,95.35728660587696
2020-05-01,95.35728660587696
2020-05-02,95.35728660587696
2020-05-03,95.35728660587696
2020-05-04,95.35728660587696
2020-05-05,77.79614756772729
2020-05-06,77.79614756772729
2020-05-07,77.57959549082516
2020-05-08,72.5781098553734
2020-05-09,72.5781098553734
2020-05-10,72.5781098553734
2020-05-11,72.5781098553734
2020-05-12,69.7061810779507
2020-05-13,69.38808702756579
2020-05-14,68.79350059059966
2020-05-15,56.82070844599306
2020-05-16,56.82070844599306
2020-05-17,56.82070844599306
2020-05-18,56.27307423153256
2020-05-19,54.19503580954809
2020-05-20,53.3658679254303
2020-05-21,49.083060620159166
2020-05-22,45.4384656657809
2020-05-23,45.4384656657809
2020-05-24,45.4384656657809
2020-05-25,45.4384656657809
2020-05-26,43.55940363159644
2020-05-27,44.81418217401528
2020-05-28,44.81418217401528
2020-05-29,40.90148769531224
2020-05-30,40.90148769531224
2020-05-31,40.90148769531224
2020-06-01,35.540328551155895
2020-06-02,35.540328551155895
2020-06-03,35.540328551155895
2020-06-04,33.43740293530733
2020-06-05,33.186199242681894
2020-06-06,33.186199242681894
2020-06-07,33.186199242681894
2020-06-08,33.186199242681894
2020-06-09,30.136925372620716
2020-06-10,30.136925372620716
2020-06-11,30.136925372620716
2020-06-12,27.01100905560186
2020-06-13,27.01100905560186
2020-06-14,27.01100905560186
2020-06-15,25.376467037469347
2020-06-16,23.35202164590034
2020-06-17,23.35202164590034
2020-06-18,23.35202164590034
2020-06-19,23.35202164590034
2020-06-20,23.35202164590034
2020-06-21,23.35202164590034
2020-06-22,21.995813576088683
2020-06-23,21.995813576088683
2020-06-24,24.474157266935574
2020-06-25,24.474157266935574
2020-06-26,23.980081187736975
2020-06-27,23.980081187736975
2020-06-28,23.980081187736975
2020-06-29,23.224471658298913
2020-06-30,23.825287894681992
2020-07-01,22.216782779891624
2020-07-02,22.216782779891624
2020-07-03,25.287682729037815
2020-07-04,25.287682729037815
2020-07-05,25.287682729037815
2020-07-06,25.287682729037815
2020-07-07,26.012490594911903
2020-07-08,25.618856792939727
2020-07-09,25.83821294447005
2020-07-10,26.693910024991744
2020-07-11,26.693910024991744
2020-07-12,26.693910024991744
2020-07-13,26.61547090561138
2020-07-14,25.961735703818213
2020-07-15,24.997063501328164
2020-07-16,24.997063501328164
2020-07-17,26.319161523005093
2020-07-18,26.319161523005093
2020-07-19,26.319161523005093
2020-07-20,26.76734082427896
2020-07-21,26.76734082427896
2020-07-22,27.364138304175306
2020-07-23,28.017939393851176
2020-07-24,28.017939393851176
2020-07-25,28.017939393851176
2020-07-26,28.017939393851176
2020-07-27,28.078145582845522
2020-07-28,28.035867078611254
2020-07-29,28.035867078611254
2020-07-30,29.2024663370757
2020-07-31,29.2024663370757
2020-08-01,29.2024663370757
2020-08-02,29.2024663370757
2020-08-03,30.346833942894573
2020-08-04,30.346833942894573
2020-08-05,30.312534233663683
2020-08-06,30.312534233663683
2020-08-07,30.650748755509643
2020-08-08,30.650748755509643
2020-08-09,30.650748755509643
2020-08-10,30.650748755509643
2020-08-11,32.43621271140213
2020-08-12,32.43621271140213
2020-08-13,32.48857949591044
2020-08-14,32.48857949591044
2020-08-15,32.48857949591044
2020-08-16,32.48857949591044
2020-08-17,32.48857949591044
2020-08-18,32.48857949591044
2020-08-19,32.48857949591044
2020-08-20,32.48857949591044
2020-08-21,30.85281001156596
2020-08-22,30.85281001156596
2020-08-23,30.85281001156596
2020-08-24,30.85281001156596
2020-08-25,30.85281001156596
2020-08-26,30.941027032343122
2020-08-27,30.941027032343122
2020-08-28,30.941027032343122
2020-08-29,30.941027032343122
2020-08-30,30.941027032343122
2020-08-31,30.863587460946917
2020-09-01,30.863587460946917
2020-09-02,29.68789956598971
2020-09-03,29.68789956598971
2020-09-04,29.460523878162796
2020-09-05,29.460523878162796
2020-09-06,29.460523878162796
2020-09-07,29.460523878162796
2020-09-08,29.520440955789706
2020-09-09,29.520440955789706
2020-09-10,29.520440955789706
2020-09-11,29.520440955789706
2020-09-12,29.520440955789706
2020-09-13,29.520440955789706
2020-09-14,29.520440955789706
2020-09-15,29.520440955789706
2020-09-16,24.53970874583603
2020-09-17,24.53970874583603
2020-09-18,24.53970874583603
2020-09-19,24.53970874583603
2020-09-20,24.53970874583603
2020-09-21,24.53970874583603
2020-09-22,24.53970874583603
2020-09-23,24.53970874583603
2020-09-24,23.697822533575156
2020-09-25,20.999452664412
2020-09-26,20.999452664412
